rank;university;country;score
622;Ca’ Foscari University of Venice;Italy;28.3–35.2
623;Cairo University;Egypt;28.3–35.2
624;University of Calabria;Italy;28.3–35.2
625;University of Central Florida;United States;28.3–35.2
626;Central Queensland University;Australia;28.3–35.2
627;Chemnitz University of Technology;Germany;28.3–35.2
628;China Agricultural University;China;28.3–35.2
629;China University of Petroleum, Beijing;China;28.3–35.2
630;Clemson University;United States;28.3–35.2
631;University of Clermont Auvergne;France;28.3–35.2
632;University of Coimbra;Portugal;28.3–35.2
633;COMSATS University Islamabad;Pakistan;28.3–35.2
634;Concordia University;Canada;28.3–35.2
635;University of Costa Rica;Costa Rica;28.3–35.2
636;Coventry University;United Kingdom;28.3–35.2
637;Creighton University;United States;28.3–35.2
638;Dalian University of Technology;China;28.3–35.2
639;University of Delhi;India;28.3–35.2
640;De Montfort University;United Kingdom;28.3–35.2
641;Dublin City University;Ireland;28.3–35.2
642;East China University of Science and Technology;China;28.3–35.2
643;École Centrale de Lyon;France;28.3–35.2
644;École normale supérieure Paris-Saclay;France;28.3–35.2
645;University of Electronic Science and Technology of China;China;28.3–35.2
646;Eötvös Loránd University;Hungary;28.3–35.2
647;Ewha Womans University;South Korea;28.3–35.2
648;Federal University of Minas Gerais;Brazil;28.3–35.2
649;Universidade Federal do Rio Grande do Sul;Brazil;28.3–35.2
650;Universidade Federal de Santa Catarina;Brazil;28.3–35.2
651;Universidade Federal de São Paulo (UNIFESP);Brazil;28.3–35.2
652;Ferhat Abbas Sétif University 1;Algeria;28.3–35.2
653;University of Girona;Spain;28.3–35.2
654;Glasgow Caledonian University;United Kingdom;28.3–35.2
655;University of Granada;Spain;28.3–35.2
656;University of Greenwich;United Kingdom;28.3–35.2
657;University of Hertfordshire;United Kingdom;28.3–35.2
658;Hiroshima University;Japan;28.3–35.2
659;Huazhong Agricultural University;China;28.3–35.2
660;University of Huddersfield;United Kingdom;28.3–35.2
661;Reichman University;Israel;28.3–35.2
662;Imam Khomeini International University;Iran;28.3–35.2
663;Indian Institute of Science Education and Research, Pune;India;28.3–35.2
664;Indian Institute of Technology Bhubaneswar;India;28.3–35.2
665;Indian Institute of Technology Guwahati;India;28.3–35.2
666;Indian Institute of Technology Hyderabad;India;28.3–35.2
667;Indian Institute of Technology Kanpur;India;28.3–35.2
668;Indian Institute of Technology Madras;India;28.3–35.2
669;University of Indonesia;Indonesia;28.3–35.2
670;University of International Business and Economics;China;28.3–35.2
671;University of Ioannina;Greece;28.3–35.2
672;Iran University of Medical Sciences;Iran;28.3–35.2
673;Iran University of Science and Technology;Iran;28.3–35.2
674;ISCTE-University Institute of Lisbon;Portugal;28.3–35.2
675;Isfahan University of Technology;Iran;28.3–35.2
676;Istanbul Technical University;Turkey;28.3–35.2
677;Jagiellonian University;Poland;28.3–35.2
678;Jamia Millia Islamia;India;28.3–35.2
679;Jaume I University;Spain;28.3–35.2
680;Jawaharlal Nehru University;India;28.3–35.2
681;Jiangsu Normal University;China;28.3–35.2
682;The Jikei University School of Medicine;Japan;28.3–35.2
683;University of Johannesburg;South Africa;28.3–35.2
684;Johannes Kepler University of Linz;Austria;28.3–35.2
685;Kafrelsheikh University;Egypt;28.3–35.2
686;University of Kaiserslautern;Germany;28.3–35.2
687;Kansas State University;United States;28.3–35.2
688;Kansas State University;Russian Federation;28.3–35.2
689;Universiti Kebangsaan Malaysia;Malaysia;28.3–35.2
690;Keio University;Japan;28.3–35.2
691;Kent State University;United States;28.3–35.2
692;Kindai University;Japan;28.3–35.2
693;King Khalid University;Saudi Arabia;28.3–35.2
694;Kobe University;Japan;28.3–35.2
695;Konkuk University;South Korea;28.3–35.2
696;Kurume University;Japan;28.3–35.2
697;Lakehead University;Canada;28.3–35.2
698;University of La Laguna;Spain;28.3–35.2
699;Lehigh University;United States;28.3–35.2
700;Montanuniversität Leoben;Austria;28.3–35.2
701;University of Lille;France;28.3–35.2
702;University of Lincoln;United Kingdom;28.3–35.2
703;University of Ljubljana;Slovenia;28.3–35.2
704;University of Lleida;Spain;28.3–35.2
705;University of Lorraine;France;28.3–35.2
706;Lumière University, Lyon 2;France;28.3–35.2
707;Mae Fah Luang University;Thailand;28.3–35.2
708;Mahidol University;Thailand;28.3–35.2
709;Makerere University;Uganda;28.3–35.2
710;Universiti Malaysia Perlis;Malaysia;28.3–35.2
711;University of Malta;Malta;28.3–35.2
712;Manchester Metropolitan University;United Kingdom;28.3–35.2
713;University of Maryland, Baltimore County;United States;28.3–35.2
714;Masaryk University;Czechia;28.3–35.2
715;Metropolitan Autonomous University;Mexico;28.3–35.2
716;Middle East Technical University;Turkey;28.3–35.2
717;Miguel Hernández University of Elche;Spain;28.3–35.2
718;University of Minho;Portugal;28.3–35.2
719;Montana State University;United States;28.3–35.2
720;Tecnológico de Monterrey;Mexico;28.3–35.2
721;Nanjing University of Information Science and Technology;China;28.3–35.2
722;Nanjing Medical University;China;28.3–35.2
723;Nanjing Normal University;China;28.3–35.2
724;Nantes Université;France;28.3–35.2
725;National Autonomous University of Mexico;Mexico;28.3–35.2
726;National Cheng Kung University (NCKU);Taiwan;28.3–35.2
727;National Institute of Applied Sciences of Lyon (INSA Lyon);France;28.3–35.2
728;National Institute of Applied Sciences of Lyon (INSA Lyon);Russian Federation;28.3–35.2
729;National Taiwan Normal University;Taiwan;28.3–35.2
730;National Technical University of Athens;Greece;28.3–35.2
731;University of Nevada, Las Vegas;United States;28.3–35.2
732;New Mexico State University (Main campus);United States;28.3–35.2
733;Nippon Medical School;Japan;28.3–35.2
734;University of North Carolina at Greensboro;United States;28.3–35.2
735;Northwestern Polytechnical University;China;28.3–35.2
736;Nottingham Trent University;United Kingdom;28.3–35.2
737;NOVA University of Lisbon;Portugal;28.3–35.2
738;Ohio University (Main campus);United States;28.3–35.2
739;Old Dominion University;United States;28.3–35.2
740;University of Oviedo;Spain;28.3–35.2
741;Oxford Brookes University;United Kingdom;28.3–35.2
742;Palacký University Olomouc;Czechia;28.3–35.2
743;University of Palermo;Italy;28.3–35.2
744;Panjab University;India;28.3–35.2
745;Panthéon-Sorbonne University – Paris 1;France;28.3–35.2
746;University of Parma;Italy;28.3–35.2
747;Universitat Politècnica de Catalunya;Spain;28.3–35.2
748;Pontifical Catholic University of Rio de Janeiro (PUC-Rio);Brazil;28.3–35.2
749;Portland State University;United States;28.3–35.2
750;University of Pretoria;South Africa;28.3–35.2
751;Pusan National University;South Korea;28.3–35.2
752;Universiti Putra Malaysia;Malaysia;28.3–35.2
753;Université du Québec;Canada;28.3–35.2
754;University of Regina;Canada;28.3–35.2
755;University of Rennes 1;France;28.3–35.2
756;Roskilde University;Denmark;28.3–35.2
757;Toronto Metropolitan University;Canada;28.3–35.2
758;Universiti Sains Malaysia;Malaysia;28.3–35.2
759;Universiti Sains Malaysia;Russian Federation;28.3–35.2
760;University of Salamanca;Spain;28.3–35.2
761;University of Salento;Italy;28.3–35.2
762;University of Santiago de Compostela;Spain;28.3–35.2
763;University of Sassari;Italy;28.3–35.2
764;Savitribai Phule Pune University;India;28.3–35.2
765;Shahid Beheshti University of Medical Sciences;Iran;28.3–35.2
766;Shandong University;China;28.3–35.2
767;University of Sharjah;United Arab Emirates;28.3–35.2
768;Université de Sherbrooke;Canada;28.3–35.2
769;Shiraz University of Technology;Iran;28.3–35.2
770;Sichuan University;China;28.3–35.2
771;Sidi Mohamed Ben Abdellah University;Morocco;28.3–35.2
772;University of South Dakota;United States;28.3–35.2
773;Southern Cross University;Australia;28.3–35.2
774;University of Southern Queensland;Australia;28.3–35.2
775;University of Split;Croatia;28.3–35.2
776;Stevens Institute of Technology;United States;28.3–35.2
777;University of the Sunshine Coast;Australia;28.3–35.2
778;University of Tabriz;Iran;28.3–35.2
779;Tabriz University of Medical Sciences;Iran;28.3–35.2
780;University of Technology of Compiègne;France;28.3–35.2
781;University of Tehran;Iran;28.3–35.2
782;Universiti Teknologi Malaysia;Malaysia;28.3–35.2
783;Universiti Teknologi Petronas;Malaysia;28.3–35.2
784;University of Texas at Arlington;United States;28.3–35.2
785;Texas Tech University;United States;28.3–35.2
786;Thapar Institute of Engineering and Technology;India;28.3–35.2
787;University of Thessaly;Greece;28.3–35.2
788;Tokyo Metropolitan University;Japan;28.3–35.2
789;University of Toledo;United States;28.3–35.2
790;University of Toledo;Russian Federation;28.3–35.2
791;University of Tours;France;28.3–35.2
792;TU Braunschweig;Germany;28.3–35.2
793;University of Ulsan;South Korea;28.3–35.2
794;Ulster University;United Kingdom;28.3–35.2
795;University of Warsaw;Poland;28.3–35.2
796;Waseda University;Japan;28.3–35.2
797;UWE Bristol (University of the West of England);United Kingdom;28.3–35.2
798;University of the Western Cape;South Africa;28.3–35.2
799;Western Washington University;United States;28.3–35.2
800;University of Westminster;United Kingdom;28.3–35.2
801;West Virginia University;United States;28.3–35.2
802;University of Windsor;Canada;28.3–35.2
803;Worcester Polytechnic Institute;United States;28.3–35.2
804;Acharya Nagarjuna University;India;22.2–28.2
805;University of A Coruña;Spain;22.2–28.2
806;Adam Mickiewicz University, Poznań;Poland;22.2–28.2
807;University of the Aegean;Greece;22.2–28.2
808;University of Agriculture, Faisalabad;Pakistan;22.2–28.2
809;Aichi Medical University;Japan;22.2–28.2
810;Ain Shams University;Egypt;22.2–28.2
811;Ajou University;South Korea;22.2–28.2
812;Al-Balqa Applied University;Jordan;22.2–28.2
813;University of Algarve;Portugal;22.2–28.2
814;University of Alicante;Spain;22.2–28.2
815;Aligarh Muslim University;India;22.2–28.2
816;American University in Cairo;Egypt;22.2–28.2
817;American University of Sharjah;United Arab Emirates;22.2–28.2
818;Asia University, Taiwan;Taiwan;22.2–28.2
819;Athens University of Economics and Business;Greece;22.2–28.2
820;Atılım University;Turkey;22.2–28.2
821;Babeş-Bolyai University;Romania;22.2–28.2
822;University of Baghdad;Iraq;22.2–28.2
823;University of Baghdad;Russian Federation;22.2–28.2
824;University of Bedfordshire;United Kingdom;22.2–28.2
825;Beijing Jiaotong University;China;22.2–28.2
826;University of Béjaïa;Algeria;22.2–28.2
827;Benha University;Egypt;22.2–28.2
828;Birmingham City University;United Kingdom;22.2–28.2
829;University of Bradford;United Kingdom;22.2–28.2
830;University of Brasília;Brazil;22.2–28.2
831;Bucharest University of Economic Studies;Romania;22.2–28.2
832;University of Cadiz;Spain;22.2–28.2
833;Capital Medical University;China;22.2–28.2
834;Cardiff Metropolitan University;United Kingdom;22.2–28.2
835;Carlos III University of Madrid;Spain;22.2–28.2
836;University of Castilla-La Mancha;Spain;22.2–28.2
837;University of Lancashire;United Kingdom;22.2–28.2
838;Chang Gung University;Taiwan;22.2–28.2
839;Chiba University;Japan;22.2–28.2
840;University of Chile;Chile;22.2–28.2
841;China University of Geosciences, Beijing;China;22.2–28.2
842;China University of Geosciences, Wuhan;China;22.2–28.2
843;China University of Mining and Technology;China;22.2–28.2
844;China Pharmaceutical University;China;22.2–28.2
845;Chongqing University;China;22.2–28.2
846;Chonnam National University;South Korea;22.2–28.2
847;Chulalongkorn University;Thailand;22.2–28.2
848;University of Córdoba;Spain;22.2–28.2
849;Czech Technical University in Prague;Czechia;22.2–28.2
850;University of Debrecen;Hungary;22.2–28.2
851;University of Derby;United Kingdom;22.2–28.2
852;University of Deusto;Spain;22.2–28.2
853;Eastern Mediterranean University;Northern Cyprus;22.2–28.2
854;University of East London;United Kingdom;22.2–28.2
855;Edinburgh Napier University;United Kingdom;22.2–28.2
856;Embry-Riddle Aeronautical University;United States;22.2–28.2
857;Universidade Estadual Paulista (Unesp);Brazil;22.2–28.2
858;University of Évora;Portugal;22.2–28.2
859;Federal University of Pelotas;Brazil;22.2–28.2
860;Federal University of Rio de Janeiro;Brazil;22.2–28.2
861;Federico Santa María Technical University;Chile;22.2–28.2
862;Ferdowsi University of Mashhad;Iran;22.2–28.2
863;Florida Atlantic University;United States;22.2–28.2
864;Florida Institute of Technology;United States;22.2–28.2
865;University of La Frontera;Chile;22.2–28.2
866;Fu Jen Catholic University;Taiwan;22.2–28.2
867;Fuzhou University;China;22.2–28.2
868;Gdańsk University of Technology;Poland;22.2–28.2
869;University of Ghana;Ghana;22.2–28.2
870;Guangdong University of Technology;China;22.2–28.2
871;Hamamatsu University School of Medicine;Japan;22.2–28.2
872;Hanoi University of Science and Technology;Vietnam;22.2–28.2
873;Hyogo College of Medicine;Japan;22.2–28.2
874;Technische Universität Ilmenau;Germany;22.2–28.2
875;Indian Institute of Science Education and Research Kolkata;India;22.2–28.2
876;Indian Institute of Technology (Indian School of Mines) Dhanbad;India;22.2–28.2
877;Indian Institute of Technology Patna;India;22.2–28.2
878;Inha University;South Korea;22.2–28.2
879;International Islamic University, Islamabad;Pakistan;22.2–28.2
880;University of Isfahan;Iran;22.2–28.2
881;Isfahan University of Medical Sciences;Iran;22.2–28.2
882;Istanbul University;Turkey;22.2–28.2
883;Jadavpur University;India;22.2–28.2
884;University of Jaén;Spain;22.2–28.2
885;Jeonbuk National University;South Korea;22.2–28.2
886;Jiangsu University;China;22.2–28.2
887;Jilin University;China;22.2–28.2
888;Jinan University (China);China;22.2–28.2
889;The University of Jordan;Jordan;22.2–28.2
890;Juntendo University;Japan;22.2–28.2
891;Kanazawa University;Japan;22.2–28.2
892;Kaohsiung Medical University;Taiwan;22.2–28.2
893;Karabük University;Turkey;22.2–28.2
894;Karlstad University;Sweden;22.2–28.2
895;Kingston University;United Kingdom;22.2–28.2
896;K.N. Toosi University of Technology;Iran;22.2–28.2
897;Kumamoto University;Japan;22.2–28.2
898;University of Kurdistan;Iran;22.2–28.2
899;Kuwait University;Kuwait;22.2–28.2
900;Kyoto Prefectural University of Medicine;Japan;22.2–28.2
901;Kyungpook National University (KNU);South Korea;22.2–28.2
902;University of Lagos;Nigeria;22.2–28.2
903;Lahore University of Management Sciences;Pakistan;22.2–28.2
904;University of Las Palmas de Gran Canaria;Spain;22.2–28.2
905;University of Latvia;Latvia;22.2–28.2
906;Lebanese American University;Lebanon;22.2–28.2
907;Leeds Beckett University;United Kingdom;22.2–28.2
908;Louisiana Tech University;United States;22.2–28.2
909;Lviv Polytechnic National University;Ukraine;22.2–28.2
910;University of Malaga;Spain;22.2–28.2
911;University of Maribor;Slovenia;22.2–28.2
912;Marquette University;United States;22.2–28.2
913;University of Mazandaran;Iran;22.2–28.2
914;Mississippi State University;United States;22.2–28.2
915;University of Murcia;Spain;22.2–28.2
916;Muroran Institute of Technology;Japan;22.2–28.2
917;University of Nairobi;Kenya;22.2–28.2
918;Nanjing Agricultural University;China;22.2–28.2
919;Nanjing Tech University;China;22.2–28.2
920;National Central University;Taiwan;22.2–28.2
921;National Chengchi University;Taiwan;22.2–28.2
922;National Dong Hwa University;Taiwan;22.2–28.2
923;National Institute of Technology Rourkela;India;22.2–28.2
924;National Institute of Technology, Tiruchirappalli;India;22.2–28.2
925;National University of Sciences and Technology;Pakistan;22.2–28.2
926;National Sun Yat-Sen University;Taiwan;22.2–28.2
927;National Taipei University of Technology;Taiwan;22.2–28.2
928;The New School;United States;22.2–28.2
929;Niigata University;Japan;22.2–28.2
930;Normandy University;France;22.2–28.2
931;Northeastern University, China;China;22.2–28.2
932;Northeast Normal University;China;22.2–28.2
933;University of Northern British Columbia (UNBC);Canada;22.2–28.2
934;Northwest University (China);China;22.2–28.2
935;NorthWest A&F University;China;22.2–28.2
936;Okayama University;Japan;22.2–28.2
937;Osaka City University;Japan;22.2–28.2
938;Osmania University;India;22.2–28.2
939;Pablo de Olavide University;Spain;22.2–28.2
940;University of Patras;Greece;22.2–28.2
941;University of Pécs;Hungary;22.2–28.2
942;Polytechnic Institute of Porto;Portugal;22.2–28.2
943;Polytechnic University of Valencia;Spain;22.2–28.2
944;Pondicherry University;India;22.2–28.2
945;Pontifical Catholic University of Peru;Peru;22.2–28.2
946;Pontifical Catholic University of Rio Grande do Sul (PUCRS);Brazil;22.2–28.2
947;University of Puerto Rico;Puerto Rico;22.2–28.2
948;University of the Punjab;Pakistan;22.2–28.2
949;University Rey Juan Carlos;Spain;22.2–28.2
950;Rikkyo University;Japan;22.2–28.2
951;Rochester Institute of Technology;United States;22.2–28.2
952;University of Roehampton;United Kingdom;22.2–28.2
953;University of Roehampton;Russian Federation;22.2–28.2
954;Université Saint-Joseph de Beyrouth;Lebanon;22.2–28.2
955;Université Saint-Joseph de Beyrouth;Russian Federation;22.2–28.2
956;University of Salford;United Kingdom;22.2–28.2
957;Sapporo Medical University;Japan;22.2–28.2
958;University of Science and Technology Beijing;China;22.2–28.2
959;University of Seoul;South Korea;22.2–28.2
960;University of Seville;Spain;22.2–28.2
961;Shahid Beheshti University;Iran;22.2–28.2
962;Shanghai University;China;22.2–28.2
963;Shanghai University of Finance and Economics (SUFE);China;22.2–28.2
964;Shanghai Maritime University;China;22.2–28.2
965;Shantou University;China;22.2–28.2
966;Sheffield Hallam University;United Kingdom;22.2–28.2
967;Shiraz University;Iran;22.2–28.2
968;Sogang University;South Korea;22.2–28.2
969;University of South Bohemia in České Budějovice;Czechia;22.2–28.2
970;Southwestern University of Finance and Economics;China;22.2–28.2
971;Sri Venkateswara University;India;22.2–28.2
972;University of Staffordshire;United Kingdom;22.2–28.2
973;St Marianna University School of Medicine;Japan;22.2–28.2
974;Sultan Qaboos University;Oman;22.2–28.2
975;University of Szeged;Hungary;22.2–28.2
976;Tallinn University;Estonia;22.2–28.2
977;Tallinn University of Technology;Estonia;22.2–28.2
978;Tanta University;Egypt;22.2–28.2
979;Technical University of Madrid;Spain;22.2–28.2
980;Technological University Dublin;Ireland;22.2–28.2
981;Teesside University;United Kingdom;22.2–28.2
982;Universiti Tenaga Nasional (UNITEN);Malaysia;22.2–28.2
983;University of Texas at El Paso;United States;22.2–28.2
984;Tezpur University;India;22.2–28.2
985;Tokyo University of Agriculture and Technology;Japan;22.2–28.2
986;Tokyo Medical University;Japan;22.2–28.2
987;Tokyo University of Science;Japan;22.2–28.2
988;University of Trás-os-Montes and Alto Douro;Portugal;22.2–28.2
989;Tshwane University of Technology;South Africa;22.2–28.2
990;Universiti Utara Malaysia;Malaysia;22.2–28.2
991;Vietnam National University, Hanoi;Vietnam;22.2–28.2
992;University of Vigo;Spain;22.2–28.2
993;Vilnius University;Lithuania;22.2–28.2
994;VIT University;India;22.2–28.2
995;University of Wolverhampton;United Kingdom;22.2–28.2
996;Wuhan University of Technology;China;22.2–28.2
997;Xiangtan University;China;22.2–28.2
998;Xidian University;China;22.2–28.2
999;Yangzhou University;China;22.2–28.2
1000;Yeungnam University;South Korea;22.2–28.2
1001;University of Zaragoza;Spain;22.2–28.2
1002;University of Abou Bekr Belkaïd Tlemcen;Algeria;10.7–22.1
1003;Acıbadem University;Turkey;10.7–22.1
1004;AGH University of Krakow;Poland;10.7–22.1
1005;Akdeniz University;Turkey;10.7–22.1
1006;Akita University;Japan;10.7–22.1
1007;Al-Azhar University;Egypt;10.7–22.1
1008;Alexandria University;Egypt;10.7–22.1
1009;Alexandru Ioan Cuza University;Romania;10.7–22.1
1010;Al-Farabi Kazakh National University;Kazakhstan;10.7–22.1
1011;University of Almería;Spain;10.7–22.1
1012;Alzahra University;Iran;10.7–22.1
1013;Amity University, Noida;India;10.7–22.1
1014;Anadolu University;Turkey;10.7–22.1
1015;University of the Andes, Chile;Chile;10.7–22.1
1016;University of the Andes, Venezuela;Venezuela;10.7–22.1
1017;Andhra University;India;10.7–22.1
1018;Universidad Andrés Bello (UNAB);Chile;10.7–22.1
1019;Ankara University;Turkey;10.7–22.1
1020;Anna University;India;10.7–22.1
1021;Annamalai University;India;10.7–22.1
1022;University of Antioquia;Colombia;10.7–22.1
1023;Aoyama Gakuin University;Japan;10.7–22.1
1024;Assiut University;Egypt;10.7–22.1
1025;Austral University of Chile;Chile;10.7–22.1
1026;Universidad Autónoma del Estado de Hidalgo;Mexico;10.7–22.1
1027;Universidad Autónoma del Estado de Mexico (UAEMex);Mexico;10.7–22.1
1028;Universidad Autónoma de Nuevo León (UANL);Mexico;10.7–22.1
1029;Universidad Autónoma de Querétaro;Mexico;10.7–22.1
1030;Universidad Autónoma de Yucatán;Mexico;10.7–22.1
1031;Autonomous University of Baja California;Mexico;10.7–22.1
1032;Autonomous University of San Luis Potosi;Mexico;10.7–22.1
1033;Autonomous University of Sinaloa;Mexico;10.7–22.1
1034;Azarbaijan Shahid Madani University;Iran;10.7–22.1
1035;Bahauddin Zakariya University;Pakistan;10.7–22.1
1036;Bahçeşehir University;Turkey;10.7–22.1
1037;Banasthali University;India;10.7–22.1
1038;Bandung Institute of Technology (ITB);Indonesia;10.7–22.1
1039;Bandung Institute of Technology (ITB);Russian Federation;10.7–22.1
1040;Başkent University;Turkey;10.7–22.1
1041;Başkent University;Belarus;10.7–22.1
1042;Başkent University;Russian Federation;10.7–22.1
1043;Benemérita Universidad Autónoma de Puebla;Mexico;10.7–22.1
1044;University of Bío-Bío;Chile;10.7–22.1
1045;University of Birjand;Iran;10.7–22.1
1046;Birla Institute of Technology and Science, Pilani;India;10.7–22.1
1047;University of Biskra;Algeria;10.7–22.1
1048;University of Brawijaya;Indonesia;10.7–22.1
1049;Brno University of Technology;Czechia;10.7–22.1
1050;Bu-Ali Sina University;Iran;10.7–22.1
1051;University of Bucharest;Romania;10.7–22.1
1052;Budapest University of Technology and Economics;Hungary;10.7–22.1
1053;University of Burgos;Spain;10.7–22.1
1054;California State University, Long Beach;United States;10.7–22.1
1055;Canterbury Christ Church University;United Kingdom;10.7–22.1
1056;Technical University of Cartagena;Spain;10.7–22.1
1057;University of Carthage;Tunisia;10.7–22.1
1058;Catholic University of the North;Chile;10.7–22.1
1059;University of Caxias do Sul;Brazil;10.7–22.1
1060;Ceará State University;Brazil;10.7–22.1
1061;University of Cergy-Pontoise;France;10.7–22.1
1062;Chaoyang University of Technology;Taiwan;10.7–22.1
1063;University of Chemistry and Technology, Prague;Czechia;10.7–22.1
1064;University of Chester;United Kingdom;10.7–22.1
1065;Chiang Mai University;Thailand;10.7–22.1
1066;Chiba Institute of Technology;Japan;10.7–22.1
1067;Chubu University;Japan;10.7–22.1
1068;Chungnam National University;South Korea;10.7–22.1
1069;Chung Yuan Christian University;Taiwan;10.7–22.1
1070;Chuo University;Japan;10.7–22.1
1071;Cochin University of Science and Technology;India;10.7–22.1
1072;University of Colombo;Sri Lanka;10.7–22.1
1073;Comenius University in Bratislava;Slovakia;10.7–22.1
1074;University of Concepción;Chile;10.7–22.1
1075;Corvinus University of Budapest;Hungary;10.7–22.1
1076;Cukurova University;Turkey;10.7–22.1
1077;Czech University of Life Sciences Prague (CZU);Czechia;10.7–22.1
1078;University of Dar es Salaam;Tanzania;10.7–22.1
1079;De La Salle University;Philippines;10.7–22.1
1080;Delhi Technological University;India;10.7–22.1
1081;Del Rosario University;Colombia;10.7–22.1
1082;Democritus University of Thrace;Greece;10.7–22.1
1083;University of Dhaka;Bangladesh;10.7–22.1
1084;Dokuz Eylül University;Turkey;10.7–22.1
1085;Doshisha University;Japan;10.7–22.1
1086;University of Economics in Prague;Czechia;10.7–22.1
1087;Edge Hill University;United Kingdom;10.7–22.1
1088;Ege University;Turkey;10.7–22.1
1089;Ehime University;Japan;10.7–22.1
1090;The University of Electro-Communications;Japan;10.7–22.1
1091;University of Engineering & Technology (UET) Lahore;Pakistan;10.7–22.1
1092;Erciyes University;Turkey;10.7–22.1
1093;Universidade do Estado do Rio de Janeiro (UERJ);Brazil;10.7–22.1
1094;Universidade do Estado de Santa Catarina;Brazil;10.7–22.1
1095;Universidade Estadual de Maringá;Brazil;10.7–22.1
1096;Universidade Estadual do Oeste do Paraná (Unioeste);Brazil;10.7–22.1
1097;Universidade Estadual do Oeste do Paraná (Unioeste);Russian Federation;10.7–22.1
1098;Fayoum University;Egypt;10.7–22.1
1099;Universidade Federal do ABC (UFABC);Brazil;10.7–22.1
1100;Federal University of Alagoas;Brazil;10.7–22.1
1101;Universidade Federal da Bahia;Brazil;10.7–22.1
1102;Universidade Federal do Ceará (UFC);Brazil;10.7–22.1
1103;Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA);Brazil;10.7–22.1
1104;Federal University of Espírito Santo;Brazil;10.7–22.1
1105;Federal University of Goiás;Brazil;10.7–22.1
1106;Federal University of Itajubá;Brazil;10.7–22.1
1107;Federal University of Lavras;Brazil;10.7–22.1
1108;Federal University of Mato Grosso do Sul;Brazil;10.7–22.1
1109;Universidade Federal de Ouro Preto (UFOP);Brazil;10.7–22.1
1110;Federal University of Pará;Brazil;10.7–22.1
1111;Universidade Federal do Paraná (UFPR);Brazil;10.7–22.1
1112;Universidade Federal de Pernambuco;Brazil;10.7–22.1
1113;Federal University of Rio Grande do Norte (UFRN);Brazil;10.7–22.1
1114;Universidade Federal Rural do Semi-Arido;Brazil;10.7–22.1
1115;Federal University of Santa Maria;Brazil;10.7–22.1
1116;Federal University of São Carlos;Brazil;10.7–22.1
1117;Federal University of Viçosa;Brazil;10.7–22.1
1118;Feng Chia University;Taiwan;10.7–22.1
1119;Fluminense Federal University;Brazil;10.7–22.1
1120;University of Fortaleza (UNIFOR);Brazil;10.7–22.1
1121;Université Frères Mentouri Constantine 1;Algeria;10.7–22.1
1122;University of Fukui;Japan;10.7–22.1
1123;Universitas Gadjah Mada;Indonesia;10.7–22.1
1124;Gazi University;Turkey;10.7–22.1
1125;Gaziantep University;Turkey;10.7–22.1
1126;University of Gdańsk;Poland;10.7–22.1
1127;Gebze Technical University;Turkey;10.7–22.1
1128;Gifu University;Japan;10.7–22.1
1129;GITAM University;India;10.7–22.1
1130;Government College University Lahore;Pakistan;10.7–22.1
1131;Grigore T. Popa University of Medicine and Pharmacy;Romania;10.7–22.1
1132;University of Guadalajara;Mexico;10.7–22.1
1133;University of Guanajuato;Mexico;10.7–22.1
1134;Guangxi University;China;10.7–22.1
1135;Guangxi University;Russian Federation;10.7–22.1
1136;University of Guilan;Iran;10.7–22.1
1137;Gunma University;Japan;10.7–22.1
1138;Hallym University;South Korea;10.7–22.1
1139;The Hashemite University;Jordan;10.7–22.1
1140;Université Hassan II de Casablanca;Morocco;10.7–22.1
1141;University of Havana;Cuba;10.7–22.1
1142;Helwan University;Egypt;10.7–22.1
1143;Hosei University;Japan;10.7–22.1
1144;University of Hradec Králové;Czechia;10.7–22.1
1145;Huaqiao University;China;10.7–22.1
1146;University of Hyogo;Japan;10.7–22.1
1147;Ibaraki University;Japan;10.7–22.1
1148;Ibn Tofaïl University;Morocco;10.7–22.1
1149;Imam Abdulrahman Bin Faisal University;Saudi Arabia;10.7–22.1
1150;Incheon National University;South Korea;10.7–22.1
1151;Universidad Industrial de Santander (UIS);Colombia;10.7–22.1
1152;Instituto Politécnico Nacional (IPN);Mexico;10.7–22.1
1153;IPB University;Indonesia;10.7–22.1
1154;I-Shou University;Taiwan;10.7–22.1
1155;Istanbul Medipol University;Turkey;10.7–22.1
1156;Ivane Javakhishvili Tbilisi State University;Georgia;10.7–22.1
1157;Ivan Franko National University of Lviv;Ukraine;10.7–22.1
1158;Iwate University;Japan;10.7–22.1
1159;Izmir Institute of Technology;Turkey;10.7–22.1
1160;Kagawa University;Japan;10.7–22.1
1161;Kagoshima University;Japan;10.7–22.1
1162;Kanagawa University;Japan;10.7–22.1
1163;Kangwon National University;South Korea;10.7–22.1
1164;Kansai University;Japan;10.7–22.1
1165;Kasetsart University;Thailand;10.7–22.1
1166;Kaunas University of Technology;Lithuania;10.7–22.1
1167;Kaunas University of Technology;Russian Federation;10.7–22.1
1168;Kharazmi University;Iran;10.7–22.1
1169;Khon Kaen University;Thailand;10.7–22.1
1170;KIIT University;India;10.7–22.1
1171;King Mongkut’s Institute of Technology Ladkrabang;Thailand;10.7–22.1
1172;King Mongkut's University of Technology North Bangkok;Thailand;10.7–22.1
