rank;university;country;score
75;Monash University;Australia;64.7
76;Utrecht University;Netherlands;64.7
77;University of Warwick;United Kingdom;64.6
78;Penn State (Main campus);United States;64.2
79;University of Minnesota;United States;64.1
80;Charité - Universitätsmedizin Berlin;Germany;64.0
81;Emory University;United States;64.0
82;University of Science and Technology of China;China;64.0
83;Sorbonne University;France;64.0
84;Michigan State University;United States;63.9
85;Université de Montréal;Canada;63.4
86;University of Freiburg;Germany;63.3
87;University of Bristol;United Kingdom;63.2
88;Purdue University West Lafayette;United States;63.1
89;Sungkyunkwan University (SKKU);South Korea;63.0
90;University of Zurich;Switzerland;62.8
91;University of Maryland, College Park;United States;62.7
92;University of Tübingen;Germany;62.7
93;École Polytechnique – Institut Polytechnique de Paris;France;62.5
94;University of Basel;Switzerland;62.4
95;Dartmouth College;United States;62.4
96;University of California, Irvine;United States;62.3
97;University of Helsinki;Finland;62.3
98;Lund University;Sweden;62.3
99;University of Glasgow;United Kingdom;62.2
100;RWTH Aachen University;Germany;62.2
101;University of Copenhagen;Denmark;62.1
102;Georgetown University;United States;61.9
103;Uppsala University;Sweden;61.9
104;University of Arizona;United States;61.8
105;University of Bonn;Germany;61.6
106;Rice University;United States;61.6
107;University of Virginia (Main campus);United States;61.5
108;Zhejiang University;China;61.5
109;Fudan University;China;61.4
110;Korea Advanced Institute of Science and Technology (KAIST);South Korea;61.3
111;Queen Mary University of London;United Kingdom;61.3
112;University of Birmingham;United Kingdom;60.9
113;University of Bern;Switzerland;60.4
114;University of Pittsburgh-Pittsburgh campus;United States;60.4
115;Aarhus University;Denmark;60.3
116;Vanderbilt University;United States;60.2
117;Free University of Berlin;Germany;60.1
118;University of Sheffield;United Kingdom;60.1
119;Case Western Reserve University;United States;60.0
120;University of Adelaide;Australia;59.9
121;National Taiwan University (NTU);Taiwan;59.9
122;University of Southampton;United Kingdom;59.8
123;Ghent University;Belgium;59.7
124;University of Colorado Boulder;United States;59.6
125;University of Göttingen;Germany;59.5
126;City University of Hong Kong;Hong Kong;59.3
127;Maastricht University;Netherlands;59.0
128;Radboud University Nijmegen;Netherlands;58.9
129;University of York;United Kingdom;58.9
130;Université Paris Cité;France;58.8
131;University of Oslo;Norway;58.7
132;The University of Western Australia;Australia;58.7
133;Durham University;United Kingdom;58.5
134;Indiana University;United States;58.4
135;University of Vienna;Austria;58.4
136;University of Alberta;Canada;58.2
137;University of Cape Town;South Africa;58.2
138;Vrije Universiteit Amsterdam;Netherlands;58.1
139;Lancaster University;United Kingdom;58.0
140;Tufts University;United States;58.0
141;University of Ottawa;Canada;57.9
142;Ulm University;Germany;57.9
143;Pompeu Fabra University;Spain;57.8
144;University of Geneva;Switzerland;57.6
145;Nanjing University;China;57.6
146;University of Exeter;United Kingdom;57.4
147;Pohang University of Science and Technology (POSTECH);South Korea;57.4
148;University of Sussex;United Kingdom;57.4
149;University of Hamburg;Germany;57.3
150;Sant’Anna School of Advanced Studies – Pisa;Italy;57.3
151;Technical University of Berlin;Germany;57.3
152;Université Catholique de Louvain;Belgium;57.2
153;University of Nottingham;United Kingdom;57.2
154;Scuola Normale Superiore di Pisa;Italy;57.2
155;Arizona State University (Tempe);United States;57.1
156;University of Leeds;United Kingdom;57.1
157;Universitat Autònoma de Barcelona (UAB);Spain;56.9
158;University of Cologne;Germany;56.9
159;University of Mannheim;Germany;56.9
160;University of Notre Dame;United States;56.9
161;Shanghai Jiao Tong University;China;56.9
162;TU Dresden;Germany;56.9
163;University of Würzburg;Germany;56.8
164;Trinity College Dublin;Ireland;56.4
165;University of Liverpool;United Kingdom;56.3
166;Bielefeld University;Germany;56.1
167;University of Leicester;United Kingdom;56.1
168;University of Aberdeen;United Kingdom;56.0
169;University of Bologna;Italy;56.0
170;Rutgers University–New Brunswick;United States;56.0
171;The Hong Kong Polytechnic University;Hong Kong;55.9
172;University of Alabama at Birmingham;United States;55.7
173;Northeastern University, US;United States;55.6
174;University of Rochester;United States;55.6
175;University of Florida;United States;55.4
176;Karlsruhe Institute of Technology;Germany;55.4
177;Stockholm University;Sweden;55.4
178;Texas A&M University;United States;55.3
179;University of Auckland;New Zealand;55.2
180;University of California, Santa Cruz;United States;55.2
181;Korea University;South Korea;55.2
182;Queensland University of Technology;Australia;55.2
183;University of Erlangen-Nuremberg;Germany;54.9
184;Aalto University;Finland;54.8
185;Technical University of Denmark;Denmark;54.8
186;Eindhoven University of Technology;Netherlands;54.7
187;University of Gothenburg;Sweden;54.7
188;Télécom Paris – Institut Polytechnique de Paris;France;54.6
189;Télécom Paris – Institut Polytechnique de Paris;Russian Federation;54.3
190;University of Münster;Germany;54.3
191;Tel Aviv University;Israel;54.3
192;University of East Anglia;United Kingdom;54.2
193;University of Canberra;Australia;54.1
194;University of Duisburg-Essen;Germany;54.0
195;University of Technology Sydney;Australia;54.0
196;University of the Witwatersrand;South Africa;54.0
197;Yonsei University (Seoul campus);South Korea;53.9
198;University of Antwerp;Belgium;53.8
199;Cardiff University;United Kingdom;53.8
200;George Washington University;United States;53.8
201;University of Lausanne;Switzerland;53.8
202;University of St Andrews;United Kingdom;53.8
203;Aalborg University;Denmark;50.1–53.7
204;University of Barcelona;Spain;50.1–53.7
205;University of Bergen;Norway;50.1–53.7
206;Brandeis University;United States;50.1–53.7
207;University of Calgary;Canada;50.1–53.7
208;Copenhagen Business School;Denmark;50.1–53.7
209;University of Dundee;United Kingdom;50.1–53.7
210;École Normale Supérieure de Lyon;France;50.1–53.7
211;Griffith University;Australia;50.1–53.7
212;University of Hawai’i at Mānoa;United States;50.1–53.7
213;Hebrew University of Jerusalem;Israel;50.1–53.7
214;University of Hohenheim;Germany;50.1–53.7
215;Howard University;United States;50.1–53.7
216;University of Iowa;United States;50.1–53.7
217;James Cook University;Australia;50.1–53.7
218;King Abdulaziz University;Saudi Arabia;50.1–53.7
219;University of Konstanz;Germany;50.1–53.7
220;KTH Royal Institute of Technology;Sweden;50.1–53.7
221;Université Libre de Bruxelles;Belgium;50.1–53.7
222;University of Luxembourg;Luxembourg;50.1–53.7
223;Macquarie University;Australia;50.1–53.7
224;University of Massachusetts;United States;50.1–53.7
225;Medical University of Graz;Austria;50.1–53.7
226;Medical University of Vienna;Austria;50.1–53.7
227;University of Miami;United States;50.1–53.7
228;University of Miami;Russian Federation;50.1–53.7
229;Newcastle University;United Kingdom;50.1–53.7
230;University of Otago;New Zealand;50.1–53.7
231;University of Padua;Italy;50.1–53.7
232;Paris-Sud University;France;50.1–53.7
233;Queen’s University Belfast;United Kingdom;50.1–53.7
234;RCSI University of Medicine and Health Sciences;Ireland;50.1–53.7
235;University of Reading;United Kingdom;50.1–53.7
236;St George’s, University of London;United Kingdom;50.1–53.7
237;University of South Florida (Tampa);United States;50.1–53.7
238;Tilburg University;Netherlands;50.1–53.7
239;University of Twente;Netherlands;50.1–53.7
240;Ulsan National Institute of Science and Technology (UNIST);South Korea;50.1–53.7
241;University College Dublin;Ireland;50.1–53.7
242;University of Utah;United States;50.1–53.7
243;Virginia Polytechnic Institute and State University;United States;50.1–53.7
244;Vita-Salute San Raffaele University;Italy;50.1–53.7
245;Vrije Universiteit Brussel;Belgium;50.1–53.7
246;Wake Forest University;United States;50.1–53.7
247;University of Waterloo;Canada;50.1–53.7
248;Western University;Canada;50.1–53.7
249;William & Mary;United States;50.1–53.7
250;University of Wollongong;Australia;50.1–53.7
251;Alfaisal University;Saudi Arabia;46.9–50.0
252;Auckland University of Technology;New Zealand;46.9–50.0
253;Autonomous University of Madrid;Spain;46.9–50.0
254;University of Bath;United Kingdom;46.9–50.0
255;Brighton and Sussex Medical School;United Kingdom;46.9–50.0
256;University at Buffalo;United States;46.9–50.0
257;University of California, Riverside;United States;46.9–50.0
258;Chalmers University of Technology;Sweden;46.9–50.0
259;University of Cincinnati – Uptown;United States;46.9–50.0
260;Curtin University;Australia;46.9–50.0
261;Dalhousie University;Canada;46.9–50.0
262;University of Delaware;United States;46.9–50.0
263;École Nationale des Ponts et Chaussées - Institut Polytechnique de Paris;France;46.9–50.0
264;University of Essex;United Kingdom;46.9–50.0
265;Flinders University;Australia;46.9–50.0
266;Florida State University;United States;46.9–50.0
267;George Mason University;United States;46.9–50.0
268;Heriot-Watt University;United Kingdom;46.9–50.0
269;Heriot-Watt University;Russian Federation;46.9–50.0
270;University of Illinois Chicago;United States;46.9–50.0
271;University of Kiel;Germany;46.9–50.0
272;La Trobe University;Australia;46.9–50.0
273;Université Laval;Canada;46.9–50.0
274;Macau University of Science and Technology;Macao;46.9–50.0
275;Medical University of Innsbruck;Austria;46.9–50.0
276;University of Galway;Ireland;46.9–50.0
277;University of Navarra;Spain;46.9–50.0
278;University of Oregon;United States;46.9–50.0
279;Oregon Health and Science University;United States;46.9–50.0
280;University of Oulu;Finland;46.9–50.0
281;University of Passau;Germany;46.9–50.0
282;University of Potsdam;Germany;46.9–50.0
283;Queen’s University;Canada;46.9–50.0
284;Royal Holloway, University of London;United Kingdom;46.9–50.0
285;Ruhr University Bochum;Germany;46.9–50.0
286;University of São Paulo;Brazil;46.9–50.0
287;Sapienza University of Rome;Italy;46.9–50.0
288;Simon Fraser University;Canada;46.9–50.0
289;University of South Australia;Australia;46.9–50.0
290;University of Southern Denmark;Denmark;46.9–50.0
291;Stellenbosch University;South Africa;46.9–50.0
292;University of Stuttgart;Germany;46.9–50.0
293;Sun Yat-sen University;China;46.9–50.0
294;University of Surrey;United Kingdom;46.9–50.0
295;Swansea University;United Kingdom;46.9–50.0
296;Syracuse University;United States;46.9–50.0
297;Tampere University;Finland;46.9–50.0
298;Technical University of Darmstadt;Germany;46.9–50.0
299;Tohoku University;Japan;46.9–50.0
300;Tokyo Institute of Technology;Japan;46.9–50.0
301;Western Sydney University;Australia;46.9–50.0
302;Aix-Marseille University;France;44.5–46.8
303;Anglia Ruskin University (ARU);United Kingdom;44.5–46.8
304;Beijing Normal University;China;44.5–46.8
305;Boston College;United States;44.5–46.8
306;University of Canterbury;New Zealand;44.5–46.8
307;Colorado School of Mines;United States;44.5–46.8
308;Cyprus University of Technology;Cyprus;44.5–46.8
309;Deakin University;Australia;44.5–46.8
310;University of Fribourg;Switzerland;44.5–46.8
311;Goethe University Frankfurt;Germany;44.5–46.8
312;Grenoble Alpes University;France;44.5–46.8
313;Huazhong University of Science and Technology;China;44.5–46.8
314;Indian Institute of Science;India;44.5–46.8
315;Indian Institute of Technology Ropar;India;44.5–46.8
316;Constructor University;Germany;44.5–46.8
317;Johannes Gutenberg University of Mainz;Germany;44.5–46.8
318;University of Klagenfurt;Austria;44.5–46.8
319;Kyung Hee University;South Korea;44.5–46.8
320;University of Liège;Belgium;44.5–46.8
321;University of Macau;Macao;44.5–46.8
322;University of Malaya;Malaysia;44.5–46.8
323;University of Marburg;Germany;44.5–46.8
324;Maynooth University;Ireland;44.5–46.8
325;University of Milan;Italy;44.5–46.8
326;Montpellier University;France;44.5–46.8
327;Nagoya University;Japan;44.5–46.8
328;University of Newcastle;Australia;44.5–46.8
329;University of New Mexico (Main campus);United States;44.5–46.8
330;North Carolina State University;United States;44.5–46.8
331;Nova Southeastern University;United States;44.5–46.8
332;The University of Osaka;Japan;44.5–46.8
333;Politecnico di Milano;Italy;44.5–46.8
334;Reykjavík University;Iceland;44.5–46.8
335;Rush University;United States;44.5–46.8
336;Southern University of Science and Technology (SUSTech);China;44.5–46.8
337;Stony Brook University;United States;44.5–46.8
338;Università della Svizzera italiana;Switzerland;44.5–46.8
339;Swedish University of Agricultural Sciences;Sweden;44.5–46.8
340;University of Tartu;Estonia;44.5–46.8
341;University of Tasmania;Australia;44.5–46.8
342;Temple University;United States;44.5–46.8
343;The University of Tennessee-Knoxville;United States;44.5–46.8
344;University of Texas at Dallas;United States;44.5–46.8
345;University of Trento;Italy;44.5–46.8
346;Tulane University;United States;44.5–46.8
347;Umeå University;Sweden;44.5–46.8
348;United Arab Emirates University;United Arab Emirates;44.5–46.8
349;University College Cork;Ireland;44.5–46.8
350;Victoria University;Australia;44.5–46.8
351;University of Alaska Fairbanks;United States;42.4–44.4
352;American University of Beirut;Lebanon;42.4–44.4
353;Australian Catholic University;Australia;42.4–44.4
354;Babol Noshirvani University of Technology;Iran;42.4–44.4
355;University of Bayreuth;Germany;42.4–44.4
356;Birkbeck, University of London;United Kingdom;42.4–44.4
357;University of Bremen;Germany;42.4–44.4
358;Brunel University of London;United Kingdom;42.4–44.4
359;University of California, Merced;United States;42.4–44.4
360;Catholic University of Portugal;Portugal;42.4–44.4
361;Clark University;United States;42.4–44.4
362;University of Connecticut;United States;42.4–44.4
363;University of Crete;Greece;42.4–44.4
364;University of Denver;United States;42.4–44.4
365;University of Florence;Italy;42.4–44.4
366;Goldsmiths, University of London;United Kingdom;42.4–44.4
367;Hanyang University;South Korea;42.4–44.4
368;Hasselt University;Belgium;42.4–44.4
369;Hofstra University;United States;42.4–44.4
370;University of Iceland;Iceland;42.4–44.4
371;IMT Atlantique;France;42.4–44.4
372;Indian Institute of Technology Indore;India;42.4–44.4
373;Iowa State University;United States;42.4–44.4
374;Jordan University of Science and Technology;Jordan;42.4–44.4
375;Justus Liebig University Giessen;Germany;42.4–44.4
376;University of Kent;United Kingdom;42.4–44.4
377;Khalifa University;United Arab Emirates;42.4–44.4
378;Loughborough University;United Kingdom;42.4–44.4
379;University of Manitoba;Canada;42.4–44.4
380;Nankai University;China;42.4–44.4
381;University of Naples Federico II;Italy;42.4–44.4
382;National Tsing Hua University;Taiwan;42.4–44.4
383;Northumbria University;United Kingdom;42.4–44.4
384;University of Occupational and Environmental Health, Japan;Japan;42.4–44.4
385;Örebro University;Sweden;42.4–44.4
386;Oregon State University;United States;42.4–44.4
387;University of Perugia;Italy;42.4–44.4
388;University of Pisa;Italy;42.4–44.4
389;RMIT University;Australia;42.4–44.4
390;University of Salerno;Italy;42.4–44.4
391;University of Stirling;United Kingdom;42.4–44.4
392;SUNY University at Albany;United States;42.4–44.4
393;Swinburne University of Technology;Australia;42.4–44.4
394;Taipei Medical University;Taiwan;42.4–44.4
395;TU Dortmund University;Germany;42.4–44.4
396;University of Turku;Finland;42.4–44.4
397;TU Wien;Austria;42.4–44.4
398;Université de Versailles Saint-Quentin-en-Yvelines;France;42.4–44.4
399;Washington State University;United States;42.4–44.4
400;Wayne State University;United States;42.4–44.4
401;Wuhan University;China;42.4–44.4
402;Aberystwyth University;United Kingdom;38.8–42.3
403;The University of Alabama;United States;38.8–42.3
404;American University;United States;38.8–42.3
405;Aswan University;Egypt;38.8–42.3
406;Bangor University;United Kingdom;38.8–42.3
407;University of Bari Aldo Moro;Italy;38.8–42.3
408;Bond University;Australia;38.8–42.3
409;University of Bordeaux;France;38.8–42.3
410;Bournemouth University;United Kingdom;38.8–42.3
411;Universiti Brunei Darussalam;Brunei Darussalam;38.8–42.3
412;Cankaya University;Turkey;38.8–42.3
413;Centrale Nantes;France;38.8–42.3
414;Central South University;China;38.8–42.3
415;Charles University;Czechia;38.8–42.3
416;City, University of London;United Kingdom;38.8–42.3
417;Colorado State University, Fort Collins;United States;38.8–42.3
418;Université Côte d'Azur;France;38.8–42.3
419;Covenant University;Nigeria;38.8–42.3
420;University of Cyprus;Cyprus;38.8–42.3
421;Universidad del Desarrollo;Chile;38.8–42.3
422;Diego Portales University;Chile;38.8–42.3
423;Drexel University;United States;38.8–42.3
424;University of Eastern Finland;Finland;38.8–42.3
425;École des Mines de Saint-Étienne;France;38.8–42.3
426;Edith Cowan University;Australia;38.8–42.3
427;University of Toulouse;France;38.8–42.3
428;University of Ferrara;Italy;38.8–42.3
429;Free University of Bozen-Bolzano;Italy;38.8–42.3
430;Fujita Health University;Japan;38.8–42.3
431;University of Genoa;Italy;38.8–42.3
432;University of Georgia (USA);United States;38.8–42.3
433;Georgia State University;United States;38.8–42.3
434;Gwangju Institute of Science and Technology (GIST);South Korea;38.8–42.3
435;Harbin Institute of Technology;China;38.8–42.3
436;Hokkaido University;Japan;38.8–42.3
437;Hong Kong Baptist University;Hong Kong;38.8–42.3
438;University of Houston;United States;38.8–42.3
439;Hunan University;China;38.8–42.3
440;Indian Institute of Technology Bombay;India;38.8–42.3
441;Indian Institute of Technology Delhi;India;38.8–42.3
442;Indian Institute of Technology Kharagpur;India;38.8–42.3
443;University of Innsbruck;Austria;38.8–42.3
444;University of Innsbruck;Russian Federation;38.8–42.3
445;University of Kansas;United States;38.8–42.3
446;University of Kentucky;United States;38.8–42.3
447;University of KwaZulu-Natal;South Africa;38.8–42.3
448;Kyushu University;Japan;38.8–42.3
449;Leibniz University Hannover;Germany;38.8–42.3
450;Linköping University;Sweden;38.8–42.3
451;Liverpool John Moores University;United Kingdom;38.8–42.3
452;Mansoura University;Egypt;38.8–42.3
453;Middlesex University;United Kingdom;38.8–42.3
454;University of Milan-Bicocca;Italy;38.8–42.3
455;University of Missouri-St Louis;United States;38.8–42.3
456;Mizzou - University of Missouri;United States;38.8–42.3
457;University of Modena and Reggio Emilia;Italy;38.8–42.3
458;Murdoch University;Australia;38.8–42.3
459;Murdoch University;Russian Federation;38.8–42.3
460;University of Nebraska-Lincoln;United States;38.8–42.3
461;New Mexico Institute of Mining and Technology;United States;38.8–42.3
462;Norwegian University of Science and Technology;Norway;38.8–42.3
463;Oklahoma State University;United States;38.8–42.3
464;University of Pavia;Italy;38.8–42.3
465;University of Peradeniya;Sri Lanka;38.8–42.3
466;University of the Philippines;Philippines;38.8–42.3
467;Polytechnic University of Bari;Italy;38.8–42.3
468;Pontificia Universidad Javeriana;Colombia;38.8–42.3
469;University of Porto;Portugal;38.8–42.3
470;University of Portsmouth;United Kingdom;38.8–42.3
471;Qatar University;Qatar;38.8–42.3
472;Quaid-i-Azam University;Pakistan;38.8–42.3
473;Rensselaer Polytechnic Institute;United States;38.8–42.3
474;Royal Veterinary College;United Kingdom;38.8–42.3
475;Sabancı University;Turkey;38.8–42.3
476;University of St Gallen;Switzerland;38.8–42.3
477;University of Saskatchewan;Canada;38.8–42.3
478;Sciences Po;France;38.8–42.3
479;Sejong University;South Korea;38.8–42.3
480;Semmelweis University;Hungary;38.8–42.3
481;University of Siena;Italy;38.8–42.3
482;SOAS University of London;United Kingdom;38.8–42.3
483;University of South Carolina-Columbia;United States;38.8–42.3
484;University of Strasbourg;France;38.8–42.3
485;University of Strathclyde;United Kingdom;38.8–42.3
486;Technion Israel Institute of Technology;Israel;38.8–42.3
487;Teikyo University;Japan;38.8–42.3
488;The University of Texas at San Antonio;United States;38.8–42.3
489;Tokyo Medical and Dental University (TMDU);Japan;38.8–42.3
490;Tongji University;China;38.8–42.3
491;University of Trieste;Italy;38.8–42.3
492;University of Tsukuba;Japan;38.8–42.3
493;The University of Tulsa;United States;38.8–42.3
494;University of Turin;Italy;38.8–42.3
495;UiT The Arctic University of Norway;Norway;38.8–42.3
496;University of Urbino Carlo Bo;Italy;38.8–42.3
497;University of Valencia;Spain;38.8–42.3
498;Verona University;Italy;38.8–42.3
499;University of Victoria;Canada;38.8–42.3
500;Yasouj University;Iran;38.8–42.3
501;York University;Canada;38.8–42.3
502;University of Alabama in Huntsville;United States;35.3–38.7
503;Amirkabir University of Technology;Iran;35.3–38.7
504;University of L’Aquila;Italy;35.3–38.7
505;Aston University;United Kingdom;35.3–38.7
506;Universidad Autónoma de Chile;Chile;35.3–38.7
507;Bar-Ilan University;Israel;35.3–38.7
508;Beihang University;China;35.3–38.7
509;Bilkent University;Turkey;35.3–38.7
510;Université Bourgogne Franche-Comté (UBFC);France;35.3–38.7
511;University of Brescia;Italy;35.3–38.7
512;University of Campinas;Brazil;35.3–38.7
513;Carleton University;Canada;35.3–38.7
514;University of Catania;Italy;35.3–38.7
515;Università Cattolica del Sacro Cuore;Italy;35.3–38.7
516;CentraleSupélec;France;35.3–38.7
517;Charles Darwin University;Australia;35.3–38.7
518;Institute of Chemical Technology;India;35.3–38.7
519;China Medical University, Taiwan;Taiwan;35.3–38.7
520;Chung-Ang University;South Korea;35.3–38.7
521;Claude Bernard University Lyon 1;France;35.3–38.7
522;Complutense University of Madrid;Spain;35.3–38.7
523;East China Normal University;China;35.3–38.7
524;Florida International University;United States;35.3–38.7
525;University of Graz;Austria;35.3–38.7
526;Graz University of Technology;Austria;35.3–38.7
527;University of Greifswald;Germany;35.3–38.7
528;University of Guelph;Canada;35.3–38.7
529;Hacettepe University;Turkey;35.3–38.7
530;University of Haifa;Israel;35.3–38.7
531;Hamburg University of Technology;Germany;35.3–38.7
532;University of Hull;United Kingdom;35.3–38.7
533;University of Ibadan;Nigeria;35.3–38.7
534;University of Idaho;United States;35.3–38.7
535;Indian Institute of Technology Gandhinagar;India;35.3–38.7
536;Indian Institute of Technology Roorkee;India;35.3–38.7
537;University of Insubria;Italy;35.3–38.7
538;University of Jyväskylä;Finland;35.3–38.7
539;Kansai Medical University;Japan;35.3–38.7
540;University of Kashan;Iran;35.3–38.7
541;Keele University;United Kingdom;35.3–38.7
542;King Fahd University of Petroleum and Minerals;Saudi Arabia;35.3–38.7
543;King Saud University;Saudi Arabia;35.3–38.7
544;King Saud bin Abdulaziz University for Health Sciences;Saudi Arabia;35.3–38.7
545;Koç University;Turkey;35.3–38.7
546;LUT University;Finland;35.3–38.7
547;University of Limerick;Ireland;35.3–38.7
548;Lincoln University (New Zealand);New Zealand;35.3–38.7
549;University of Lisbon;Portugal;35.3–38.7
550;Louisiana State University;United States;35.3–38.7
551;Marche Polytechnic University;Italy;35.3–38.7
552;Mashhad University of Medical Sciences;Iran;35.3–38.7
553;Massey University;New Zealand;35.3–38.7
554;Memorial University of Newfoundland;Canada;35.3–38.7
555;Missouri University of Science and Technology;United States;35.3–38.7
556;National and Kapodistrian University of Athens;Greece;35.3–38.7
557;National Chiao Tung University;Taiwan;35.3–38.7
558;National Taiwan University of Science and Technology (Taiwan Tech);Taiwan;35.3–38.7
559;National Yang-Ming University;Taiwan;35.3–38.7
560;University of Nebraska Medical Center;United States;35.3–38.7
561;University of Neuchâtel;Switzerland;35.3–38.7
562;New Jersey Institute of Technology;United States;35.3–38.7
563;Northern Arizona University;United States;35.3–38.7
564;North-West University;South Africa;35.3–38.7
565;Norwegian University of Life Sciences;Norway;35.3–38.7
566;Norwegian University of Life Sciences;Russian Federation;35.3–38.7
567;The Open University;United Kingdom;35.3–38.7
568;Open University of Catalonia;Spain;35.3–38.7
569;Universidad Peruana Cayetano Heredia;Peru;35.3–38.7
570;Universidad Peruana Cayetano Heredia;Russian Federation;35.3–38.7
571;University of Plymouth;United Kingdom;35.3–38.7
572;Polytechnic University of Turin;Italy;35.3–38.7
573;Pontificia Universidad Católica de Chile;Chile;35.3–38.7
574;Renmin University of China;China;35.3–38.7
575;University of Rhode Island;United States;35.3–38.7
576;University of Rome II – Tor Vergata;Italy;35.3–38.7
577;University of Rome III;Italy;35.3–38.7
578;Rovira i Virgili University;Spain;35.3–38.7
579;San Diego State University;United States;35.3–38.7
580;Sharif University of Technology;Iran;35.3–38.7
581;Shenzhen University;China;35.3–38.7
582;University of Siegen;Germany;35.3–38.7
583;Soochow University, China;China;35.3–38.7
584;South China University of Technology;China;35.3–38.7
585;Southeast University;China;35.3–38.7
586;Suez Canal University;Egypt;35.3–38.7
587;SUNY Binghamton University;United States;35.3–38.7
588;Tehran University of Medical Sciences;Iran;35.3–38.7
589;Tianjin University;China;35.3–38.7
590;Tianjin University;Russian Federation;35.3–38.7
591;Universiti Tunku Abdul Rahman (UTAR);Malaysia;35.3–38.7
592;University of Udine;Italy;35.3–38.7
593;Victoria University of Wellington;New Zealand;35.3–38.7
594;University of Waikato;New Zealand;35.3–38.7
595;The University of the West Indies;Jamaica;35.3–38.7
596;University of the West of Scotland;United Kingdom;35.3–38.7
597;University of Wisconsin-Milwaukee;United States;35.3–38.7
598;University of Wuppertal;Germany;35.3–38.7
599;Xiamen University;China;35.3–38.7
600;Xi’an Jiaotong University;China;35.3–38.7
601;Yokohama City University;Japan;35.3–38.7
602;Åbo Akademi University;Finland;28.3–35.2
603;The University of Aizu;Japan;28.3–35.2
604;University of Alcalá;Spain;28.3–35.2
605;Amedeo Avogadro University of Eastern Piedmont;Italy;28.3–35.2
606;Amrita Vishwa Vidyapeetham;India;28.3–35.2
607;University of the Andes, Colombia;Colombia;28.3–35.2
608;Aristotle University of Thessaloniki;Greece;28.3–35.2
609;University of Arkansas;United States;28.3–35.2
610;Auburn University;United States;28.3–35.2
611;University of Aveiro;Portugal;28.3–35.2
612;University of the Balearic Islands;Spain;28.3–35.2
613;Banaras Hindu University;India;28.3–35.2
614;University of the Basque Country;Spain;28.3–35.2
615;Baylor University;United States;28.3–35.2
616;Beijing Institute of Technology;China;28.3–35.2
617;University of Beira Interior;Portugal;28.3–35.2
618;Beni-Suef University;Egypt;28.3–35.2
619;University of Bergamo;Italy;28.3–35.2
620;Boğaziçi University;Turkey;28.3–35.2
621;University of Brighton;United Kingdom;28.3–35.2
