rank;university;country;score
620;Baylor University;United States;37.0–41.8
621;University of Beira Interior;Portugal;37.0–41.8
622;Bharathiar University;India;37.0–41.8
623;Bilkent University;Turkey;37.0–41.8
624;Birmingham City University;United Kingdom;37.0–41.8
625;Boğaziçi University;Turkey;37.0–41.8
626;University of Campania Luigi Vanvitelli;Italy;37.0–41.8
627;Cankaya University;Turkey;37.0–41.8
628;University of Cape Coast;Ghana;37.0–41.8
629;Capital Medical University;China;37.0–41.8
630;Capital University of Science and Technology;Pakistan;37.0–41.8
631;The Catholic University of America;United States;37.0–41.8
632;The Catholic University of Korea;South Korea;37.0–41.8
633;Chang Gung University;Taiwan;37.0–41.8
634;Chulalongkorn University;Thailand;37.0–41.8
635;Clark University;United States;37.0–41.8
636;COMSATS University Islamabad;Pakistan;37.0–41.8
637;University of Córdoba;Spain;37.0–41.8
638;Coventry University;United Kingdom;37.0–41.8
639;Cyprus University of Technology;Cyprus;37.0–41.8
640;University of Debrecen;Hungary;37.0–41.8
641;De Montfort University;United Kingdom;37.0–41.8
642;University of Derby;United Kingdom;37.0–41.8
643;Duy Tan University;Vietnam;37.0–41.8
644;East China University of Science and Technology;China;37.0–41.8
645;Eastern Mediterranean University;Northern Cyprus;37.0–41.8
646;École Centrale de Lyon;France;37.0–41.8
647;École des Mines de Saint-Étienne;France;37.0–41.8
648;École Nationale des Travaux Publics de l'État (ENTPE);France;37.0–41.8
649;Egypt-Japan University of Science and Technology (E-JUST);Egypt;37.0–41.8
650;University of Engineering and Technology, Taxila;Pakistan;37.0–41.8
651;Universidade Estadual Paulista (Unesp);Brazil;37.0–41.8
652;Ewha Womans University;South Korea;37.0–41.8
653;Federal University of Rio de Janeiro;Brazil;37.0–41.8
654;Universidade Federal do Rio Grande do Sul;Brazil;37.0–41.8
655;Federation University Australia;Australia;37.0–41.8
656;University of Foggia;Italy;37.0–41.8
657;Gabriele d‘Annunzio University;Italy;37.0–41.8
658;Glasgow Caledonian University;United Kingdom;37.0–41.8
659;Government College University Faisalabad;Pakistan;37.0–41.8
660;Guangdong University of Technology;China;37.0–41.8
661;Hacettepe University;Turkey;37.0–41.8
662;University of Haifa;Israel;37.0–41.8
663;University of Ha’il;Saudi Arabia;37.0–41.8
664;Harokopio University of Athens;Greece;37.0–41.8
665;University of Hertfordshire;United Kingdom;37.0–41.8
666;Hiroshima University;Japan;37.0–41.8
667;Imam Abdulrahman Bin Faisal University;Saudi Arabia;37.0–41.8
668;Imam Khomeini International University;Iran;37.0–41.8
669;Indian Institute of Technology Guwahati;India;37.0–41.8
670;Indian Institute of Technology (Indian School of Mines) Dhanbad;India;37.0–41.8
671;Indian Institute of Technology Patna;India;37.0–41.8
672;University of Insubria;Italy;37.0–41.8
673;International Institute of Information Technology, Hyderabad;India;37.0–41.8
674;Iran University of Medical Sciences;Iran;37.0–41.8
675;ISCTE-University Institute of Lisbon;Portugal;37.0–41.8
676;Isfahan University of Technology;Iran;37.0–41.8
677;Isfahan University of Technology;Russian Federation;37.0–41.8
678;Jagiellonian University;Poland;37.0–41.8
679;Jamia Hamdard University;India;37.0–41.8
680;Jawaharlal Nehru University;India;37.0–41.8
681;Jiangsu University;China;37.0–41.8
682;Jönköping University;Sweden;37.0–41.8
683;The University of Jordan;Jordan;37.0–41.8
684;Jouf University;Saudi Arabia;37.0–41.8
685;Juntendo University;Japan;37.0–41.8
686;University of Kaiserslautern;Germany;37.0–41.8
687;Kansas State University;United States;37.0–41.8
688;University of Kashan;Iran;37.0–41.8
689;Kashan University of Medical Sciences and Health Services;Iran;37.0–41.8
690;Keio University;Japan;37.0–41.8
691;KIIT University;India;37.0–41.8
692;King Saud bin Abdulaziz University for Health Sciences;Saudi Arabia;37.0–41.8
693;Kobe University;Japan;37.0–41.8
694;Konkuk University;South Korea;37.0–41.8
695;Kurdistan University of Medical Sciences;Iran;37.0–41.8
696;Lehigh University;United States;37.0–41.8
697;University of Lille;France;37.0–41.8
698;London South Bank University;United Kingdom;37.0–41.8
699;University of Lorraine;France;37.0–41.8
700;Louisiana State University;United States;37.0–41.8
701;Mahidol University;Thailand;37.0–41.8
702;Malaviya National Institute of Technology;India;37.0–41.8
703;Universiti Malaysia Pahang Al-Sultan Abdullah (UMPSA);Malaysia;37.0–41.8
704;Manipal Academy of Higher Education;India;37.0–41.8
705;Marche Polytechnic University;Italy;37.0–41.8
706;University of Maryland, Baltimore County;United States;37.0–41.8
707;Masaryk University;Czechia;37.0–41.8
708;Mashhad University of Medical Sciences;Iran;37.0–41.8
709;Mazandaran University of Medical Sciences;Iran;37.0–41.8
710;University of Minho;Portugal;37.0–41.8
711;Mississippi State University;United States;37.0–41.8
712;University of Namur;Belgium;37.0–41.8
713;Nanjing University of Aeronautics and Astronautics;China;37.0–41.8
714;Nanjing Forestry University;China;37.0–41.8
715;Nanjing Tech University;China;37.0–41.8
716;National Institute of Applied Sciences of Lyon (INSA Lyon);France;37.0–41.8
717;National University of Sciences and Technology;Pakistan;37.0–41.8
718;National University of Sciences and Technology;Russian Federation;37.0–41.8
719;National Sun Yat-Sen University;Taiwan;37.0–41.8
720;National Technical University of Athens;Greece;37.0–41.8
721;National Institute of Technology Rourkela;India;37.0–41.8
722;National Institute of Technology Silchar;India;37.0–41.8
723;Near East University;Northern Cyprus;37.0–41.8
724;University of Nevada, Las Vegas;United States;37.0–41.8
725;University of New Brunswick UNB;Canada;37.0–41.8
726;University of North Carolina at Charlotte;United States;37.0–41.8
727;Northeastern University, China;China;37.0–41.8
728;Northern Illinois University;United States;37.0–41.8
729;North-West University;South Africa;37.0–41.8
730;Norwegian University of Life Sciences;Norway;37.0–41.8
731;Norwegian University of Life Sciences;Russian Federation;37.0–41.8
732;Ohio University (Main campus);United States;37.0–41.8
733;Oklahoma State University;United States;37.0–41.8
734;Old Dominion University;United States;37.0–41.8
735;Ontario Tech University;Canada;37.0–41.8
736;The Open University;United Kingdom;37.0–41.8
737;Open University of Catalonia;Spain;37.0–41.8
738;Örebro University;Sweden;37.0–41.8
739;Otto von Guericke University of Magdeburg;Germany;37.0–41.8
740;Oxford Brookes University;United Kingdom;37.0–41.8
741;University of Palermo;Italy;37.0–41.8
742;Panjab University;India;37.0–41.8
743;University of Parma;Italy;37.0–41.8
744;Parthenope University of Naples;Italy;37.0–41.8
745;Universiti Pendidikan Sultan Idris;Malaysia;37.0–41.8
746;Universitat Politècnica de Catalunya;Spain;37.0–41.8
747;Polytechnic University of Valencia;Spain;37.0–41.8
748;Prince Sattam Bin Abdulaziz University;Saudi Arabia;37.0–41.8
749;Princess Nourah bint Abdulrahman University;Saudi Arabia;37.0–41.8
750;Qazvin University of Medical Sciences;Iran;37.0–41.8
751;Qingdao University;China;37.0–41.8
752;Universitat Ramon Llull;Spain;37.0–41.8
753;Reykjavík University;Iceland;37.0–41.8
754;University of Rhode Island;United States;37.0–41.8
755;University of Rome III;Italy;37.0–41.8
756;Roskilde University;Denmark;37.0–41.8
757;Roskilde University;Russian Federation;37.0–41.8
758;Roskilde University;Russian Federation;37.0–41.8
759;University of Salento;Italy;37.0–41.8
760;University of Sannio;Italy;37.0–41.8
761;University of Santiago de Compostela;Spain;37.0–41.8
762;University of Sassari;Italy;37.0–41.8
763;Saveetha Institute of Medical and Technical Sciences;India;37.0–41.8
764;Shahid Beheshti University of Medical Sciences;Iran;37.0–41.8
765;University of Siegen;Germany;37.0–41.8
766;South China Normal University;China;37.0–41.8
767;South China Normal University;Russian Federation;37.0–41.8
768;SRUC (Scotland’s Rural College);United Kingdom;37.0–41.8
769;University of Stavanger;Norway;37.0–41.8
770;Sultan Qaboos University;Oman;37.0–41.8
771;Sumy State University;Ukraine;37.0–41.8
772;Sunway University;Malaysia;37.0–41.8
773;SUNY Binghamton University;United States;37.0–41.8
774;Tallinn University of Technology;Estonia;37.0–41.8
775;Tecnológico de Monterrey;Mexico;37.0–41.8
776;Tehran University of Medical Sciences;Iran;37.0–41.8
777;Universiti Tenaga Nasional (UNITEN);Malaysia;37.0–41.8
778;University of Texas at Arlington;United States;37.0–41.8
779;Texas Tech University;United States;37.0–41.8
780;Thapar Institute of Engineering and Technology;India;37.0–41.8
781;University of Toledo;United States;37.0–41.8
782;Ton Duc Thang University;Vietnam;37.0–41.8
783;Toronto Metropolitan University;Canada;37.0–41.8
784;University of Tuscia;Italy;37.0–41.8
785;University of Udine;Italy;37.0–41.8
786;Ulster University;United Kingdom;37.0–41.8
787;Umm Al-Qura University;Saudi Arabia;37.0–41.8
788;Paris Lodron Universität Salzburg;Austria;37.0–41.8
789;Urmia University of Medical Sciences;Iran;37.0–41.8
790;VIT University;India;37.0–41.8
791;University of Warsaw;Poland;37.0–41.8
792;University of the Western Cape;South Africa;37.0–41.8
793;University of the West of Scotland;United Kingdom;37.0–41.8
794;William & Mary;United States;37.0–41.8
795;University of Wolverhampton;United Kingdom;37.0–41.8
796;Worcester Polytechnic Institute;United States;37.0–41.8
797;Wroclaw Medical University;Poland;37.0–41.8
798;University of Wyoming;United States;37.0–41.8
799;Xi’an Jiaotong-Liverpool University;China;37.0–41.8
800;Xidian University;China;37.0–41.8
801;Yeungnam University;South Korea;37.0–41.8
802;Zhejiang Normal University;China;37.0–41.8
803;Zhengzhou University;China;37.0–41.8
804;University of the Aegean;Greece;32.7–36.9
805;Ahvaz Jundishapur University of Medical Sciences (AJUMS);Iran;32.7–36.9
806;Al-Azhar University;Egypt;32.7–36.9
807;University of Alcalá;Spain;32.7–36.9
808;Alexandria University;Egypt;32.7–36.9
809;University of Algarve;Portugal;32.7–36.9
810;American University in Cairo;Egypt;32.7–36.9
811;Amity University, Noida;India;32.7–36.9
812;Amrita Vishwa Vidyapeetham;India;32.7–36.9
813;University of the Andes, Colombia;Colombia;32.7–36.9
814;Arak University of Medical Sciences;Iran;32.7–36.9
815;Aristotle University of Thessaloniki;Greece;32.7–36.9
816;Arts et Métiers;France;32.7–36.9
817;Aswan University;Egypt;32.7–36.9
818;Athens University of Economics and Business;Greece;32.7–36.9
819;Bahçeşehir University;Turkey;32.7–36.9
820;Bahria University;Pakistan;32.7–36.9
821;University of the Balearic Islands;Spain;32.7–36.9
822;University of Belgrade;Serbia;32.7–36.9
823;University of Bergamo;Italy;32.7–36.9
824;Birla Institute of Technology and Science, Pilani;India;32.7–36.9
825;BRAC University;Bangladesh;32.7–36.9
826;Université de Bretagne Occidentale;France;32.7–36.9
827;University of Brighton;United Kingdom;32.7–36.9
828;Bucharest University of Economic Studies;Romania;32.7–36.9
829;Cairo University;Egypt;32.7–36.9
830;University of Camerino (Unicam);Italy;32.7–36.9
831;Carlos III University of Madrid;Spain;32.7–36.9
832;University of Castilla-La Mancha;Spain;32.7–36.9
833;Catholic University of Portugal;Portugal;32.7–36.9
834;Changsha University of Science and Technology;China;32.7–36.9
835;Chapman University;United States;32.7–36.9
836;Charles Sturt University;Australia;32.7–36.9
837;Institute of Chemical Technology;India;32.7–36.9
838;Chengdu University;China;32.7–36.9
839;Chiang Mai University;Thailand;32.7–36.9
840;Chiba University;Japan;32.7–36.9
841;University of Chile;Chile;32.7–36.9
842;China University of Petroleum (East China);China;32.7–36.9
843;Chonnam National University;South Korea;32.7–36.9
844;Chungnam National University;South Korea;32.7–36.9
845;Clarkson University;United States;32.7–36.9
846;University of Clermont Auvergne;France;32.7–36.9
847;University of la Costa;Colombia;32.7–36.9
848;Covenant University;Nigeria;32.7–36.9
849;CY Cergy Paris University;France;32.7–36.9
850;Czech University of Life Sciences Prague (CZU);Czechia;32.7–36.9
851;Damietta University;Egypt;32.7–36.9
852;University of Delhi;India;32.7–36.9
853;Delhi Technological University;India;32.7–36.9
854;University of Deusto;Spain;32.7–36.9
855;University of Dhaka;Bangladesh;32.7–36.9
856;Eötvös Loránd University;Hungary;32.7–36.9
857;Federal University of Minas Gerais;Brazil;32.7–36.9
858;Universidade Federal de Santa Catarina;Brazil;32.7–36.9
859;Universidade Federal de São Paulo (UNIFESP);Brazil;32.7–36.9
860;Ferdowsi University of Mashhad;Iran;32.7–36.9
861;Florida Atlantic University;United States;32.7–36.9
862;Florida Institute of Technology;United States;32.7–36.9
863;University of the Free State;South Africa;32.7–36.9
864;Fuzhou University;China;32.7–36.9
865;University of Girona;Spain;32.7–36.9
866;University of Gloucestershire;United Kingdom;32.7–36.9
867;Gorgan University of Agricultural Sciences and Natural Resources;Iran;32.7–36.9
868;Guangzhou University;China;32.7–36.9
869;Guangzhou Medical University;China;32.7–36.9
870;Guilan University of Medical Sciences;Iran;32.7–36.9
871;Harbin Engineering University;China;32.7–36.9
872;Hazara University Mansehra;Pakistan;32.7–36.9
873;Howard University;United States;32.7–36.9
874;University of Ibadan;Nigeria;32.7–36.9
875;Ilam University of Medical Sciences;Iran;32.7–36.9
876;Indian Institute of Science Education and Research, Pune;India;32.7–36.9
877;Indian Institute of Technology Gandhinagar;India;32.7–36.9
878;University of Indonesia;Indonesia;32.7–36.9
879;Indraprastha Institute of Information Technology Delhi;India;32.7–36.9
880;Inha University;South Korea;32.7–36.9
881;Universitat Internacional de Catalunya;Spain;32.7–36.9
882;International Islamic University, Islamabad;Pakistan;32.7–36.9
883;Isfahan University of Medical Sciences;Iran;32.7–36.9
884;Islamia College Peshawar;Pakistan;32.7–36.9
885;University of Jaén;Spain;32.7–36.9
886;Jahangirnagar University;Bangladesh;32.7–36.9
887;Jaume I University;Spain;32.7–36.9
888;Jawaharlal Nehru Technological University Anantapur (JNTUA);India;32.7–36.9
889;Jaypee University of Information Technology;India;32.7–36.9
890;Jazan University;Saudi Arabia;32.7–36.9
891;Jeonbuk National University;South Korea;32.7–36.9
892;Jiangnan University;China;32.7–36.9
893;Jordan University of Science and Technology;Jordan;32.7–36.9
894;JSS Academy of Higher Education and Research;India;32.7–36.9
895;Kafrelsheikh University;Egypt;32.7–36.9
896;Kalasalingam Academy of Research and Education;India;32.7–36.9
897;Kaohsiung Medical University;Taiwan;32.7–36.9
898;Kaohsiung Medical University;Russian Federation;32.7–36.9
899;King Faisal University;Saudi Arabia;32.7–36.9
900;King Mongkut’s University of Technology Thonburi;Thailand;32.7–36.9
901;Kingston University;United Kingdom;32.7–36.9
902;K.N. Toosi University of Technology;Iran;32.7–36.9
903;Kore University of Enna;Italy;32.7–36.9
904;Kumamoto University;Japan;32.7–36.9
905;University of Kurdistan;Iran;32.7–36.9
906;Kyoto Prefectural University of Medicine;Japan;32.7–36.9
907;University of Lahore;Pakistan;32.7–36.9
908;Lahore University of Management Sciences;Pakistan;32.7–36.9
909;Lakehead University;Canada;32.7–36.9
910;Lebanese University;Lebanon;32.7–36.9
911;Leeds Beckett University;United Kingdom;32.7–36.9
912;Lithuanian University of Health Sciences;Lithuania;32.7–36.9
913;University of Ljubljana;Slovenia;32.7–36.9
914;University of Lleida;Spain;32.7–36.9
915;Lovely Professional University;India;32.7–36.9
916;Makerere University;Uganda;32.7–36.9
917;University of Malakand;Pakistan;32.7–36.9
918;University of Malta;Malta;32.7–36.9
919;University of Management and Technology;Pakistan;32.7–36.9
920;Mansoura University;Egypt;32.7–36.9
921;Marquette University;United States;32.7–36.9
922;Medical University of Lodz;Poland;32.7–36.9
923;University of Medicine and Pharmacy Carol Davila;Romania;32.7–36.9
924;University of Memphis;United States;32.7–36.9
925;University of Mohaghegh Ardabili;Iran;32.7–36.9
926;Montana State University;United States;32.7–36.9
927;University of Murcia;Spain;32.7–36.9
928;Nanjing University of Information Science and Technology;China;32.7–36.9
929;Nanjing Medical University;China;32.7–36.9
930;Nanjing Normal University;China;32.7–36.9
931;National Autonomous University of Mexico;Mexico;32.7–36.9
932;National Taipei University of Technology;Taiwan;32.7–36.9
933;National Institute of Technology, Tiruchirappalli;India;32.7–36.9
934;The New School;United States;32.7–36.9
935;New Mexico State University (Main campus);United States;32.7–36.9
936;North China Electric Power University;China;32.7–36.9
937;Northeast Normal University;China;32.7–36.9
938;University of Northern British Columbia (UNBC);Canada;32.7–36.9
939;North South University;Bangladesh;32.7–36.9
940;Nova Southeastern University;United States;32.7–36.9
941;Okayama University;Japan;32.7–36.9
942;University of Oviedo;Spain;32.7–36.9
943;Ozyegin University;Turkey;32.7–36.9
944;Pablo de Olavide University;Spain;32.7–36.9
945;Palacký University Olomouc;Czechia;32.7–36.9
946;Panthéon-Sorbonne University – Paris 1;France;32.7–36.9
947;University of Patras;Greece;32.7–36.9
948;UPES;India;32.7–36.9
949;Université de Poitiers;France;32.7–36.9
950;Pontifical Catholic University of Rio de Janeiro (PUC-Rio);Brazil;32.7–36.9
951;Portland State University;United States;32.7–36.9
952;University of the Punjab;Pakistan;32.7–36.9
953;Qassim University;Saudi Arabia;32.7–36.9
954;Qom University of Medical Sciences;Iran;32.7–36.9
955;University of Regina;Canada;32.7–36.9
956;Reichman University;Israel;32.7–36.9
957;University of Rennes 1;France;32.7–36.9
958;Robert Gordon University;United Kingdom;32.7–36.9
959;Rochester Institute of Technology;United States;32.7–36.9
960;University of Roehampton;United Kingdom;32.7–36.9
961;University of Salamanca;Spain;32.7–36.9
962;University of Salford;United Kingdom;32.7–36.9
963;San Diego State University;United States;32.7–36.9
964;Savitribai Phule Pune University;India;32.7–36.9
965;Savitribai Phule Pune University;Russian Federation;32.7–36.9
966;University of Seoul;South Korea;32.7–36.9
967;University of Seville;Spain;32.7–36.9
968;Shahrekord University of Medical Sciences;Iran;32.7–36.9
969;Shantou University;China;32.7–36.9
970;Sheffield Hallam University;United Kingdom;32.7–36.9
971;Shiraz University;Iran;32.7–36.9
972;Shiraz University of Medical Sciences;Iran;32.7–36.9
973;Shri Mata Vaishno Devi University;India;32.7–36.9
974;Siksha ‘O’ Anusandhan;India;32.7–36.9
975;Sogang University;South Korea;32.7–36.9
976;Institute of Space Technology;Pakistan;32.7–36.9
977;University of Tabuk;Saudi Arabia;32.7–36.9
978;Technical University of Madrid;Spain;32.7–36.9
979;University of Technology, Iraq;Iraq;32.7–36.9
980;University of Texas at El Paso;United States;32.7–36.9
981;Tokyo University of Agriculture and Technology;Japan;32.7–36.9
982;Tokyo Medical University;Japan;32.7–36.9
983;Tokyo Medical University;Russian Federation;32.7–36.9
984;University of Tours;France;32.7–36.9
985;University of Trás-os-Montes and Alto Douro;Portugal;32.7–36.9
986;University of Tunis El Manar;Tunisia;32.7–36.9
987;Urmia University;Iran;32.7–36.9
988;University of Veterinary and Animal Sciences, Lahore;Pakistan;32.7–36.9
989;University of Vic – Central University of Catalonia;Spain;32.7–36.9
990;University of Vigo;Spain;32.7–36.9
991;Vilnius University;Lithuania;32.7–36.9
992;Waseda University;Japan;32.7–36.9
993;Wenzhou University;China;32.7–36.9
994;Wenzhou Medical University;China;32.7–36.9
995;University of Westminster;United Kingdom;32.7–36.9
996;Yıldız Technical University;Turkey;32.7–36.9
997;Yokohama City University;Japan;32.7–36.9
998;Zagazig University;Egypt;32.7–36.9
999;University of Zaragoza;Spain;32.7–36.9
1000;ZHAW Zurich University of Applied Sciences;Switzerland;32.7–36.9
1001;Zhejiang Gongshang University;China;32.7–36.9
1002;University of A Coruña;Spain;28.3–32.6
1003;Adam Mickiewicz University, Poznań;Poland;28.3–32.6
1004;AGH University of Krakow;Poland;28.3–32.6
1005;Aichi Medical University;Japan;28.3–32.6
1006;Ain Shams University;Egypt;28.3–32.6
1007;Akdeniz University;Turkey;28.3–32.6
1008;Al-Balqa Applied University;Jordan;28.3–32.6
1009;University of Alicante;Spain;28.3–32.6
1010;University of Almería;Spain;28.3–32.6
1011;An-Najah National University;Palestine;28.3–32.6
1012;HES-SO University of Applied Sciences and Arts of Western Switzerland;Switzerland;28.3–32.6
1013;Ateneo de Manila University;Philippines;28.3–32.6
1014;Universidad Autónoma de Chile;Chile;28.3–32.6
1015;Azarbaijan Shahid Madani University;Iran;28.3–32.6
1016;Babeş-Bolyai University;Romania;28.3–32.6
1017;Bahauddin Zakariya University;Pakistan;28.3–32.6
1018;Bangladesh Agricultural University (BAU);Bangladesh;28.3–32.6
1019;Bangladesh University of Engineering and Technology;Bangladesh;28.3–32.6
1020;Bartin University;Turkey;28.3–32.6
1021;University of Bedfordshire;United Kingdom;28.3–32.6
1022;Benha University;Egypt;28.3–32.6
1023;Beni-Suef University;Egypt;28.3–32.6
1024;Bowling Green State University;United States;28.3–32.6
1025;Brno University of Technology;Czechia;28.3–32.6
1026;University of Bucharest;Romania;28.3–32.6
1027;University of Cadiz;Spain;28.3–32.6
1028;University of Calcutta;India;28.3–32.6
1029;Canterbury Christ Church University;United Kingdom;28.3–32.6
1030;University of Lancashire;United Kingdom;28.3–32.6
1031;Central Michigan University;United States;28.3–32.6
1032;University of Chemistry and Technology, Prague;Czechia;28.3–32.6
1033;China Pharmaceutical University;China;28.3–32.6
1034;Chung Yuan Christian University;Taiwan;28.3–32.6
1035;University of Colombo;Sri Lanka;28.3–32.6
1036;Comenius University in Bratislava;Slovakia;28.3–32.6
1037;Czech Technical University in Prague;Czechia;28.3–32.6
1038;Democritus University of Thrace;Greece;28.3–32.6
1039;Universidad del Desarrollo;Chile;28.3–32.6
1040;Diego Portales University;Chile;28.3–32.6
1041;Université Djillali Liabès de Sidi Bel-Abbès;Algeria;28.3–32.6
1042;Université Djillali Liabès de Sidi Bel-Abbès;Russian Federation;28.3–32.6
1043;Dr B.R. Ambedkar National Institute of Technology Jalandhar;India;28.3–32.6
1044;Durban University of Technology;South Africa;28.3–32.6
1045;University of East London;United Kingdom;28.3–32.6
1046;Edge Hill University;United Kingdom;28.3–32.6
1047;University of Engineering and Technology, Peshawar;Pakistan;28.3–32.6
1048;University of Engineering & Technology (UET) Lahore;Pakistan;28.3–32.6
1049;European University of Madrid;Spain;28.3–32.6
1050;University of Extremadura;Spain;28.3–32.6
1051;Fayoum University;Egypt;28.3–32.6
1052;Federal University of São Carlos;Brazil;28.3–32.6
1053;Federal University of Technology Akure;Nigeria;28.3–32.6
1054;Federal University of Technology Akure;Russian Federation;28.3–32.6
1055;Firat University;Turkey;28.3–32.6
1056;Florida Agricultural and Mechanical University;United States;28.3–32.6
1057;University of Franche-Comté;France;28.3–32.6
1058;Fu Jen Catholic University;Taiwan;28.3–32.6
1059;Fujian Agriculture and Forestry University;China;28.3–32.6
1060;Fujita Health University;Japan;28.3–32.6
1061;Gauhati University;India;28.3–32.6
1062;Gdańsk University of Technology;Poland;28.3–32.6
1063;University of Ghana;Ghana;28.3–32.6
1064;Gifu University;Japan;28.3–32.6
1065;GLA University;India;28.3–32.6
1066;University of Gujrat;Pakistan;28.3–32.6
1067;Guru Ghasidas Vishwavidyalaya;India;28.3–32.6
1068;Hakim Sabzevari University;Iran;28.3–32.6
1069;Hamamatsu University School of Medicine;Japan;28.3–32.6
1070;Huaqiao University;China;28.3–32.6
1071;Icesi University;Colombia;28.3–32.6
1072;Technische Universität Ilmenau;Germany;28.3–32.6
1073;IMT Nord Europe;France;28.3–32.6
1074;Indian Institute of Science Education and Research Kolkata;India;28.3–32.6
1075;Indian Institute of Technology Ropar;India;28.3–32.6
1076;Indian Institute of Technology Mandi;India;28.3–32.6
1077;University of Ioannina;Greece;28.3–32.6
1078;University of Isfahan;Iran;28.3–32.6
1079;The Islamia University of Bahawalpur;Pakistan;28.3–32.6
1080;Istanbul University;Turkey;28.3–32.6
1081;Istanbul University-Cerrahpaşa;Turkey;28.3–32.6
1082;Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca;Romania;28.3–32.6
1083;Jadavpur University;India;28.3–32.6
1084;University of Jeddah;Saudi Arabia;28.3–32.6
1085;Jimma University;Ethiopia;28.3–32.6
1086;Kanazawa University;Japan;28.3–32.6
1087;Kansai Medical University;Japan;28.3–32.6
1088;Karlstad University;Sweden;28.3–32.6
1089;Karnatak University Dharwad;India;28.3–32.6
1090;Kerman University of Medical Sciences;Iran;28.3–32.6
1091;Kindai University;Japan;28.3–32.6
1092;Kohat University of Science and Technology;Pakistan;28.3–32.6
1093;University of Kragujevac;Serbia;28.3–32.6
1094;Kurume University;Japan;28.3–32.6
1095;Kuwait University;Kuwait;28.3–32.6
1096;Kwame Nkrumah University of Science and Technology;Ghana;28.3–32.6
1097;University of Lagos;Nigeria;28.3–32.6
1098;University of La Laguna;Spain;28.3–32.6
1099;University of Las Palmas de Gran Canaria;Spain;28.3–32.6
1100;University of Latvia;Latvia;28.3–32.6
1101;University of León;Spain;28.3–32.6
1102;Lorestan University;Iran;28.3–32.6
1103;Mae Fah Luang University;Thailand;28.3–32.6
1104;Maharishi Markandeshwar University (MMU);India;28.3–32.6
1105;University of Malaga;Spain;28.3–32.6
1106;Universiti Malaysia Sarawak (UNIMAS);Malaysia;28.3–32.6
1107;University of Maragheh;Iran;28.3–32.6
1108;University of Mazandaran;Iran;28.3–32.6
1109;Medical University of Bialystok;Poland;28.3–32.6
1110;Medical University of Gdańsk;Poland;28.3–32.6
1111;Medical University of Warsaw;Poland;28.3–32.6
1112;Mehran University of Engineering and Technology, Jamshoro, Pakistan;Pakistan;28.3–32.6
1113;Miguel Hernández University of Elche;Spain;28.3–32.6
1114;Ming Chi University of Technology;Taiwan;28.3–32.6
1115;Minia University;Egypt;28.3–32.6
1116;Mirpur University of Science and Technology;Pakistan;28.3–32.6
1117;Montanuniversität Leoben;Austria;28.3–32.6
1118;Muhimbili University of Health and Allied Sciences;Tanzania;28.3–32.6
1119;Nagoya City University;Japan;28.3–32.6
1120;Najran University;Saudi Arabia;28.3–32.6
1121;National Central University;Taiwan;28.3–32.6
1122;National Chengchi University;Taiwan;28.3–32.6
1123;National Chung Hsing University;Taiwan;28.3–32.6
1124;National University of Computer and Emerging Sciences;Pakistan;28.3–32.6
1125;National Institute of Technology Warangal;India;28.3–32.6
1126;Necmettin Erbakan University;Turkey;28.3–32.6
1127;Nicolaus Copernicus University in Toruń;Poland;28.3–32.6
1128;Niigata University;Japan;28.3–32.6
1129;Nile University;Egypt;28.3–32.6
1130;Nippon Medical School;Japan;28.3–32.6
1131;Northwest University (China);China;28.3–32.6
1132;Oakland University;United States;28.3–32.6
1133;Obuda University;Hungary;28.3–32.6
1134;University of Occupational and Environmental Health, Japan;Japan;28.3–32.6
1135;University of Pécs;Hungary;28.3–32.6
1136;University of Peradeniya;Sri Lanka;28.3–32.6
1137;Universidad Peruana Cayetano Heredia;Peru;28.3–32.6
1138;University of Peshawar;Pakistan;28.3–32.6
1139;University of Peshawar;Russian Federation;28.3–32.6
1140;PMAS Arid Agriculture University Rawalpindi;Pakistan;28.3–32.6
1141;Pondicherry University;India;28.3–32.6
1142;Pontifical Catholic University of Rio Grande do Sul (PUCRS);Brazil;28.3–32.6
1143;Poznan University of Medical Sciences;Poland;28.3–32.6
1144;Public University of Navarre;Spain;28.3–32.6
1145;University of Rajshahi;Bangladesh;28.3–32.6
1146;Razi University;Iran;28.3–32.6
1147;Riga Technical University;Latvia;28.3–32.6
1148;Riphah International University;Pakistan;28.3–32.6
1149;Rowan University;United States;28.3–32.6
1150;Sahand University of Technology;Iran;28.3–32.6
1151;Universidad San Francisco de Quito;Ecuador;28.3–32.6
1152;University of Sargodha;Pakistan;28.3–32.6
1153;Semnan University;Iran;28.3–32.6
1154;University of Sfax;Tunisia;28.3–32.6
1155;​Shahid Chamran University of Ahvaz;Iran;28.3–32.6
1156;Shahrekord University;Iran;28.3–32.6
1157;Shahrood University of Technology;Iran;28.3–32.6
1158;Shanghai Maritime University;China;28.3–32.6
1159;Shinshu University;Japan;28.3–32.6
1160;Shinshu University;Russian Federation;28.3–32.6
1161;Sidi Mohamed Ben Abdellah University;Morocco;28.3–32.6
1162;University of Social Welfare and Rehabilitation Sciences;Iran;28.3–32.6
1163;University of South Africa;South Africa;28.3–32.6
1164;University of South Bohemia in České Budějovice;Czechia;28.3–32.6
1165;University of South Dakota;United States;28.3–32.6
