rank,category,DCI
1011,0.9463827512082696,293040
1012,0.946303401745026,293339
1013,0.9462278947810432,843691
1014,0.9460579424141282,847720
1015,0.9459420978409409,441259
1016,0.9452472591779427,291229
1017,0.9451671569436624,852341
1018,0.944958863640419,382769
1019,0.9443218949974809,470311
1020,0.9436831663231228,370191
1021,0.9433078431025742,291533
1022,0.943144002805067,400829
1023,0.9416231101469574,300443
1024,0.941498619491196,290362
1025,0.941036136621528,841630
1026,0.9400331267525583,121291
1027,0.9399403049042286,852499
1028,0.9396134369415879,830242
1029,0.9394991092922541,292250
1030,0.9388577584972153,902990
1031,0.9385311933193069,846249
1032,0.9384292064351752,382488
1033,0.9370102625807455,300212
1034,0.9364452072121323,400219
1035,0.9357033155861323,844391
1036,0.9356026794539392,911290
1037,0.9352020752472976,290230
1038,0.9351402044328434,400591
1039,0.9346109155414628,850690
1040,0.934565770382585,151419
1041,0.9344591310618875,910700
1042,0.9339148173538274,810820
1043,0.9333519858539433,391290
1044,0.9325191746221372,293723
1045,0.9324794192814958,292023
1046,0.9323907612428033,560313
1047,0.9320793819217481,844630
1048,0.9316384492032118,470411
1049,0.9311571411882098,370297
1050,0.9307597607468643,732690
1051,0.9307074047788737,851020
1052,0.9305540750649196,846595
1053,0.9302846993780607,820299
1054,0.9300782376560702,291714
1055,0.9298293311415733,283719
1056,0.9294779510765964,848530
1057,0.9279420277270016,290712
1058,0.9277357374591102,292423
1059,0.9269770546779896,291513
1060,0.9269746261924602,382762
1061,0.9243582465206845,950825
1062,0.9238709921147851,730451
1063,0.9222231810073289,370243
1064,0.9213080877885936,870230
1065,0.9201716384898788,847629
1066,0.9199678953905144,854370
1067,0.9188792953237926,842541
1068,0.9183146804821295,290711
1069,0.9172209597271653,700910
1070,0.9171654575093154,830790
1071,0.9170764464559696,20311
1072,0.9166703601093217,480100
1073,0.9164804631979656,293622
1074,0.9146484922005401,392630
1075,0.9129349012612376,481029
1076,0.9124711603473686,831130
1077,0.9123156454654124,292146
1078,0.9118404552565655,721923
1079,0.9116894566074173,843390
1080,0.9114383960969014,270810
1081,0.9111804059761984,846040
1082,0.9109543149208364,441249
1083,0.9108970663969476,841620
1084,0.9107109725947744,871690
1085,0.9092989142050386,860799
1086,0.9092608396056544,843241
1087,0.9050958394724604,262060
1088,0.9048019038821564,300249
1089,0.9044355367803666,440395
1090,0.9043218680471373,820160
1091,0.9042627813974806,960899
1092,0.9041131616257628,870894
1093,0.9031619061511019,846789
1094,0.9028725779338537,720836
1095,0.902470420589841,840420
1096,0.9016216994455039,960830
1097,0.9015635512414263,290122
1098,0.9013262187578702,390591
1099,0.9011719190091221,851771
1100,0.9009259533648432,903290
1101,0.9008003748385432,290436
1102,0.9006576426865301,290394
1103,0.8992317944001854,847940
1104,0.8989179976156597,853210
1105,0.8982520646807163,390390
1106,0.897868268293202,871493
1107,0.896685536651919,961100
1108,0.8957228889988943,721990
1109,0.8954964841366063,901090
1110,0.8948142964327346,300241
1111,0.8938678848228875,900640
1112,0.8927307151468097,700711
1113,0.8926194963437973,741980
1114,0.8925076955632096,847170
1115,0.8921305602850869,847150
1116,0.8917064510467572,848410
1117,0.891156427836878,340399
1118,0.890770911449364,844190
1119,0.8905502595900879,280910
1120,0.890523410877534,700232
1121,0.8902519172847785,390230
1122,0.8896250222148249,847330
1123,0.889025831985616,853932
1124,0.8880696643968968,293959
1125,0.8879393283330109,150300
1126,0.887710874373713,821193
1127,0.8875381984887535,871310
1128,0.8871990967052223,846721
1129,0.8863100885491375,370120
1130,0.8851821876886962,830820
1131,0.8839346804033735,870193
1132,0.8836249140503265,740940
1133,0.8833745136261365,293624
1134,0.8833014895404185,10391
1135,0.8831337212800054,851130
1136,0.8828761464864625,291821
1137,0.8824074411951743,848140
1138,0.8821121395466913,852491
1139,0.8802246522279453,710900
1140,0.8798887411232144,730459
1141,0.8798499783700748,846592
1142,0.8788861676910771,871499
1143,0.8788726851367302,961000
1144,0.8778518308548464,830170
1145,0.8773385714723008,292141
1146,0.8771194102647764,680520
1147,0.8767961276543134,741122
1148,0.8766530822688668,252410
1149,0.8766321908205761,740990
1150,0.875159161674341,842122
1151,0.8747626277268242,591140
1152,0.8747203743354377,21012
1153,0.8746962980955627,130220
1154,0.8744415002660915,940592
1155,0.8743960925766596,730439
1156,0.8735315764080488,871494
1157,0.8730025592356396,840733
1158,0.8711387179051607,100490
1159,0.870943516514022,840690
1160,0.87061290500478,910591
1161,0.868340999063634,870442
1162,0.8679867181094809,860500
1163,0.8677272970048492,811221
1164,0.8676274060817312,930330
1165,0.867375588260985,911012
1166,0.86707897193233,283090
1167,0.8669220579100405,321410
1168,0.8661261737912144,851632
1169,0.8654488021727085,480258
1170,0.8654339507037772,170211
1171,0.8652773633670238,290121
1172,0.8649847391394403,851660
1173,0.8644189320364254,901390
1174,0.864053162092477,843359
1175,0.8639642909909184,540730
1176,0.8638598154332042,293979
1177,0.8638594089564966,871420
1178,0.8634323692072713,690210
1179,0.8633074877366483,722219
1180,0.8627256522664568,850811
1181,0.8626474286951248,950824
1182,0.862547794198919,282731
1183,0.8617125811269065,730669
1184,0.8616317643864764,722300
1185,0.8615463439172361,820420
1186,0.8613189002725764,920790
1187,0.8608887330200646,293332
1188,0.8605434960177306,843139
1189,0.8602561268012445,293355
1190,0.8595031896565832,490290
1191,0.8592697838222993,851419
1192,0.8591251614591076,850131
1193,0.8589959514468243,391310
1194,0.8589537931951862,720851
1195,0.8589029915291374,381590
1196,0.8578726117676059,750511
1197,0.857758159399872,901780
1198,0.8577477132631064,293491
1199,0.8573627550383697,841582
1200,0.8567868599743523,847759
1201,0.8562515126600866,846320
1202,0.8550410166235082,540331
1203,0.8543742712022856,940599
1204,0.8527507293223336,292429
1205,0.8511597340862512,340319
1206,0.8508221204623161,440394
1207,0.8505641107854851,870443
1208,0.8495722830562276,291711
1209,0.8489864499354673,852380
1210,0.8488622838370468,292512
1211,0.8486889416171902,380630
1212,0.8476194595629233,290819
1213,0.8464749717894791,721640
1214,0.8457401814528103,340420
1215,0.8454999867962123,903040
1216,0.8454215511240197,330620
1217,0.8453523189102847,320650
1218,0.8450916976899978,282560
1219,0.8446791389572913,920994
1220,0.8446542403566998,293334
1221,0.8440821641539646,293349
1222,0.8436520691196151,21092
1223,0.8436381987574332,382100
1224,0.8436017857383216,292330
1225,0.8435533427495985,292310
1226,0.8432779917066427,790500
1227,0.8427280588999253,901600
1228,0.8421348977694042,843239
1229,0.840940627924472,281610
1230,0.8408658882228807,320418
1231,0.8408506107484978,910819
1232,0.8406683562767886,842390
1233,0.8395266625244391,850870
1234,0.8394748995312951,382713
1235,0.8391267392138096,870829
1236,0.837960811954529,901710
1237,0.8378039828388839,121140
1238,0.8374129287416904,381190
1239,0.8373646121551676,294110
1240,0.8365291896911562,901060
1241,0.8353304727168634,841239
1242,0.8315408203690616,842121
1243,0.8314707911844613,853669
1244,0.8310941753212581,391520
1245,0.8301778765278192,701963
1246,0.8295108629667993,852582
1247,0.8290056483653471,841221
1248,0.8288961375205357,401039
1249,0.8282882879182524,580137
1250,0.8257080544168758,722611
1251,0.8256253434961375,820320
1252,0.8254366377473168,382290
1253,0.8247319843081965,852581
1254,0.8245089971957746,830160
1255,0.8241744965392931,481141
1256,0.8241607721101246,441012
1257,0.8237172288030318,291719
1258,0.823591950178901,900580
1259,0.8235331731974002,851930
1260,0.8228958243729657,290960
1261,0.8225892208731844,292019
1262,0.8222540555496493,701590
1263,0.821625219076712,390220
1264,0.8209172682106534,730210
1265,0.8205998040198271,290381
1266,0.8188468170996414,283327
1267,0.818418801448972,294130
1268,0.8183459282623871,741121
1269,0.8180899852284672,721123
1270,0.8177334675668356,401034
1271,0.8173339031886142,846593
1272,0.8173102403285524,911310
1273,0.8156844474046675,851680
1274,0.8152032054460503,293369
1275,0.8130743920890292,290343
1276,0.8129757370515106,870892
1277,0.812669318365978,731822
1278,0.8120948203917671,440324
1279,0.8120433756952277,842430
1280,0.8114267136918661,294190
1281,0.8113171975428591,284441
1282,0.8110454897234727,901920
1283,0.8108114133807935,852729
1284,0.8101431866165609,721922
1285,0.8084143892561069,382510
1286,0.8083888345006666,844790
1287,0.8082275381339699,30721
1288,0.8073232927553682,440712
1289,0.8067433502225204,903120
1290,0.8067397509519209,293911
1291,0.8067248057189522,400510
1292,0.8066268292759344,20755
1293,0.8065886433668619,841013
1294,0.8057088065830453,848520
1295,0.804946541057157,291619
1296,0.8037799935292689,840729
1297,0.8033857737907175,831120
1298,0.8023393690260766,761610
1299,0.8018895144211146,540339
1300,0.8017747917799498,844720
1301,0.8003400773801397,30367
1302,0.8000753373488823,292340
1303,0.8000463118578842,30222
1304,0.7997787461304396,293492
1305,0.7997638449126327,900590
1306,0.7997415662477116,570329
1307,0.799281746647023,851090
1308,0.7980875902506945,844833
1309,0.7972031069871384,847681
1310,0.797101375033097,170250
1311,0.7966769999279159,400931
1312,0.7966021247408857,290532
1313,0.7964303615095976,381121
1314,0.7955849429127296,340530
1315,0.7955827764260152,710510
1316,0.7954313822062158,850164
1317,0.7954089692927077,740911
1318,0.7950050342125917,281390
1319,0.7934206654574811,853641
1320,0.7927114253715286,730431
1321,0.7924758004993981,732182
1322,0.7917939453777798,293719
1323,0.7911856099604285,690310
1324,0.791183196312316,845690
1325,0.7900841754149717,901510
1326,0.7895142598004488,851490
1327,0.7888650907475038,400220
1328,0.7886152285778288,851220
1329,0.7882998947231059,721633
1330,0.7882126293922027,701790
1331,0.7878111074369483,293159
1332,0.7872330602717839,820790
1333,0.7869231770029412,340490
1334,0.7861791238616083,852859
1335,0.7859326492895022,847290
1336,0.7854110988406456,841011
1337,0.7852071759338367,290374
1338,0.7852071759338367,292024
1339,0.7851934910139843,900653
1340,0.7849859879795908,391610
1341,0.7848752069690526,910310
1342,0.7848724245168494,853952
1343,0.7838362101574996,340700
1344,0.7834571579116499,320490
1345,0.7827374516499188,540232
1346,0.7824583696630325,841583
1347,0.782432279551144,860390
1348,0.7820892771767197,851110
1349,0.780852152909877,551634
1350,0.7806139884640185,846130
1351,0.7802296037375881,851140
1352,0.777702293497584,853610
1353,0.7771676730760679,721899
1354,0.7767794425414363,292700
1355,0.7764546987044352,870452
1356,0.7764533444288498,550390
1357,0.7764024187181119,281122
1358,0.7759441288536766,842290
1359,0.7747220331811533,843610
1360,0.7735755131690806,121120
1361,0.772872360564334,293945
1362,0.7727167835442105,390791
1363,0.7721203650421959,850790
1364,0.7718449502863474,810590
1365,0.7713667991722718,846120
1366,0.770857172513203,821410
1367,0.7706550925228953,950450
1368,0.7705855206370803,70955
1369,0.7701138523606198,821194
1370,0.7694423160707374,540333
1371,0.7693128057718897,290930
1372,0.7690938381114296,251730
1373,0.7681651309064329,400690
1374,0.7678781954794426,721113
1375,0.7678206520295451,901480
1376,0.7664641789236832,811213
1377,0.7663963038227901,320419
1378,0.7662973278186664,830710
1379,0.7655296298195359,291891
1380,0.7655289317587821,854012
1381,0.7654570067900032,830210
1382,0.765275799790587,701914
1383,0.764801279361893,870822
1384,0.7639331287201238,901850
1385,0.7636038979644207,401699
1386,0.7633763318299326,840790
1387,0.7630292995224458,680422
1388,0.7628030015404655,811222
1389,0.762207388599665,283510
1390,0.7620655235176146,390410
1391,0.7611997959123155,285310
1392,0.7611215400710327,840999
1393,0.7600784246817215,292231
1394,0.7600274312483651,851640
1395,0.7598491256987883,292217
1396,0.7598292776150873,811231
1397,0.7591437771793255,842831
1398,0.759032667591037,382763
1399,0.7586261051854234,830120
1400,0.7583485121226631,382486
1401,0.7578083781965573,840310
1402,0.7573979469485917,820830
1403,0.7567216527860782,10392
1404,0.7565527592702694,721924
1405,0.7564157617396285,441891
1406,0.7562479629342416,711230
1407,0.7561891373742704,848130
1408,0.7561259410871257,853321
1409,0.7557202878601751,330420
1410,0.7542911706698057,600537
1411,0.7541814303267173,721932
1412,0.7532251037015785,440611
1413,0.7532142325351971,820840
1414,0.7523896777185098,844316
1415,0.7518189829369425,930599
1416,0.751484219554201,381220
1417,0.751198776878414,852329
1418,0.7509363138727417,950822
1419,0.7498624981971519,291736
1420,0.7485381587672898,722810
1421,0.7484192556090178,30252
1422,0.7460849890479756,360350
1423,0.7459678021386816,848010
1424,0.7456562802616307,320414
1425,0.744853351575357,860712
1426,0.7445199195842161,810411
1427,0.7441081746132091,701980
1428,0.7439106882392093,470691
1429,0.7412900986118547,870710
1430,0.7410575304392755,854720
1431,0.7403687774395866,850490
1432,0.7402961179665469,820330
1433,0.7401135369090244,940310
1434,0.7393506278410775,811241
1435,0.7392462389893345,701964
1436,0.7392201773151182,860800
1437,0.7384202972527296,845522
1438,0.7383678342364167,750400
1439,0.7383352820488066,350219
1440,0.7373138424974861,853190
1441,0.7353321515207786,841899
1442,0.7352687083968648,830260
1443,0.7347663697909372,590610
1444,0.7346636784989508,291469
1445,0.7334313460798052,721210
1446,0.7332875207317792,540251
1447,0.7332597339633667,160241
1448,0.7325640806235754,870124
1449,0.7321280814550089,401035
1450,0.7320112277228663,902920
1451,0.7317800856254496,810330
1452,0.7303922473115293,843629
1453,0.7302371923302222,910400
1454,0.7296623654981417,721510
1455,0.729304427605414,290389
1456,0.7288396126182423,841381
1457,0.7288220685227428,293410
1458,0.7288187364521346,853910
1459,0.7287724481162459,847979
1460,0.7284026395721394,160417
1461,0.7284026395721394,293154
1462,0.7272745842181728,750720
1463,0.7270648133869527,690990
1464,0.727053401834182,902190
1465,0.726095809112516,870390
1466,0.7255818889519724,844250
1467,0.7255606377867296,846599
1468,0.725406599908079,392114
1469,0.7251725697717543,300510
1470,0.724893127104013,293311
1471,0.7247494400506326,330710
1472,0.7240687003458738,721933
1473,0.7240327876271374,850133
1474,0.7238788708201895,844319
1475,0.7238363170361005,903010
1476,0.7237965527075557,930520
1477,0.7234434093586847,842240
1478,0.7234125736699284,842131
1479,0.7233736217526149,401033
1480,0.7231054260583065,30253
1481,0.7219978832984159,481014
1482,0.7210198398793184,732290
1483,0.7205307741929899,401011
1484,0.7198886013075069,400211
1485,0.7198433807981018,903090
1486,0.719752309031197,30214
1487,0.7195420083257615,841210
1488,0.7193422989908139,851180
1489,0.718618971669347,382000
1490,0.7182978497516967,843280
1491,0.7181490266298751,290715
1492,0.7179916712177242,293359
1493,0.7169627602090858,851671
1494,0.7168853465146423,846019
1495,0.7167345973017049,901110
1496,0.716558418488238,30255
1497,0.7164736714658193,293722
1498,0.7159662488144373,400231
1499,0.7156832003899125,100290
1500,0.7145182268305693,853939
1501,0.71335188404531,870821
1502,0.7128000301398151,970121
1503,0.7121575799934496,845590
1504,0.7118518844752114,760529
1505,0.7118255449894477,720852
1506,0.7117042808689714,720120
1507,0.7114120403659675,961380
1508,0.7111199622657716,290392
1509,0.7108919738074145,902590
1510,0.7104294991735879,842132
1511,0.7103358561196107,560210
1512,0.7103084017452161,848079
1513,0.7102472591123494,841520
1514,0.7100834762823691,760612
1515,0.7099457957365144,842549
1516,0.7088267484454662,902519
1517,0.7085056744803895,120925
1518,0.7083862358504377,284430
1519,0.7074207139873652,860719
1520,0.7073568639293869,842952
1521,0.7072755295369629,293420
1522,0.7069814652656415,291899
1523,0.705960483033922,550610
1524,0.705947568293765,844511
1525,0.7057903539489764,440396
1526,0.7051424178247281,150120
1527,0.7048420885920922,730791
1528,0.7045439759328744,481190
1529,0.7043081892693611,731812
1530,0.7025969718826975,731590
1531,0.7025459416611772,844317
1532,0.7024989457830473,681519
1533,0.7024613492641633,380400
1534,0.7024414472771825,382485
1535,0.7024409841438142,821192
1536,0.7022361911582172,750890
1537,0.7019227603092948,842219
1538,0.7012866473451648,30311
1539,0.7012667100195036,880621
1540,0.7009393885848125,846039
1541,0.7008897396993046,750711
1542,0.7005080257659981,580110
1543,0.7002832044856595,870441
1544,0.6999840335695074,291632
1545,0.6998699813889835,970521
1546,0.6998392462664643,850730
1547,0.6996334642913512,382764
1548,0.6992131303592645,853120
1549,0.6987722320063593,810295
1550,0.6986631682139127,283340
1551,0.6981150320948243,392690
1552,0.6979424306673856,847930
1553,0.6974915851140725,902511
1554,0.6966810347191177,902910
1555,0.6965712283223356,930400
1556,0.6964474459320721,292419
1557,0.6961785666705551,293391
1558,0.6953758079092247,350610
1559,0.6950230988861533,292529
1560,0.6931421383121548,852351
1561,0.6924997654568628,720837
1562,0.6921848051246223,30486
1563,0.6919217714631755,321511
1564,0.6910443896827103,847890
1565,0.6910115528421124,911110
1566,0.6907693556002282,721730
1567,0.6907018821265979,262021
1568,0.6892300393606753,721911
1569,0.6882745160435443,760692
1570,0.6875454414340831,860730
1571,0.6873507719509079,200310
1572,0.6873190389017405,293090
1573,0.687304705804022,401019
1574,0.6869537910312644,281520
1575,0.6865887746507814,290375
1576,0.6860577975638945,430160
1577,0.6859750948378809,511130
1578,0.6858406459218764,851650
1579,0.685720160242262,401693
1580,0.6847303940808499,551443
1581,0.6842088989702977,870370
1582,0.6839121139823564,110900
1583,0.6837339157600999,540823
1584,0.6822606126758171,847410
1585,0.6815093396968124,841460
1586,0.6811312353838423,470100
1587,0.6801230648957417,843141
1588,0.6793104778377252,741220
1589,0.6791518383732625,560490
1590,0.6790662329508526,10594
1591,0.6790549395919977,290211
1592,0.6778647956580733,880529
1593,0.6772431165512695,902140
1594,0.6771220510924627,270730
1595,0.6768394282070082,481200
1596,0.6763979534254548,842010
1597,0.6742900967646269,940399
1598,0.6725224976646264,760719
1599,0.6724822889276919,851621
1600,0.670701482766964,930120
1601,0.6688211344924718,842951
1602,0.6688143390506989,871620
1603,0.6686222053309054,730449
1604,0.6683961299129846,30543
1605,0.6675688191732062,810999
1606,0.6671358455095097,851290
1607,0.6664443971523594,600542
1608,0.6662612591602893,392119
1609,0.6660387214892481,870790
1610,0.6632356411923196,681513
1611,0.6631164432647335,846890
1612,0.6630747789411722,841229
1613,0.6630155122783891,290621
1614,0.6622444750946248,732490
1615,0.6621227832990985,401031
1616,0.6615370025734867,382711
1617,0.661404834791429,290315
1618,0.6610478232278328,721250
1619,0.6601166584428715,293550
1620,0.6598149961378748,910812
1621,0.6594973956892224,843290
1622,0.6594783930738376,860729
1623,0.6594007635737816,901310
1624,0.658878735966773,291250
1625,0.6586932372718921,940290
1626,0.6579635610465123,20990
1627,0.6577507604018802,843920
1628,0.6564859882883913,293321
1629,0.6560155985477643,470610
1630,0.6556468648327358,551291
1631,0.6556398738888771,20649
1632,0.655515100674615,853080
1633,0.6550672960552709,740921
1634,0.65460824076899,847690
1635,0.6545653211165355,853223
1636,0.6539109493227087,291249
1637,0.653859135997688,843110
1638,0.6529220090407699,382761
1639,0.652809029241216,950810
1640,0.652793017522647,850990
1641,0.6523033747497134,870870
1642,0.6520610209513743,20753
1643,0.6519882517356691,293352
1644,0.6519763364360692,843340
1645,0.6516399113279869,370239
1646,0.6506546684823109,811219
1647,0.6486693296768127,845090
1648,0.6477658143628742,740610
1649,0.6476556624255776,320412
1650,0.6475640099062663,550911
1651,0.645924146060766,290613
1652,0.6458420635231326,271114
1653,0.6456324024432641,252930
1654,0.6454160316138676,853710
1655,0.645208649612239,845530
1656,0.6448825373908154,401212
1657,0.6437268698299258,843231
1658,0.6431731790094615,281910
1659,0.6431535844648937,730792
1660,0.6430930513254368,262110
1661,0.6424038225447334,920810
1662,0.6423822341793425,30541
1663,0.6422184625513171,30455
1664,0.6421214160497606,382549
1665,0.6420757403817743,40150
1666,0.6415289488200198,70954
1667,0.6414935565977369,854231
1668,0.6409738399982501,701328
1669,0.6409282217391844,390939
1670,0.640272425638982,470630
1671,0.6394124030788435,440391
1672,0.6394041369302748,392051
1673,0.639062123267043,841933
1674,0.637959828182694,853229
1675,0.6373856081134838,160242
1676,0.6358156868816031,940391
1677,0.6355238217597639,843149
1678,0.6352191378748879,391390
1679,0.6350016100209963,841790
1680,0.6346252281490877,291734
1681,0.634427636258314,30782
1682,0.6343868435257145,870322
1683,0.6343663325727698,381600
1684,0.6335957152834776,851010
1685,0.6332124646369935,320417
1686,0.6328811467509468,293151
1687,0.6328084858705687,283230
1688,0.6324199845581352,282739
1689,0.6322846873432447,842691
1690,0.6322288611150453,681389
1691,0.6321588468834122,481490
1692,0.6318237027357223,110813
1693,0.6307915546447077,852412
1694,0.6304462567229082,284180
1695,0.6299786883573268,20910
1696,0.6297511856913831,400932
1697,0.6293183661965907,846594
1698,0.6288910408042353,270300
1699,0.6287213371461382,701810
1700,0.6285824322932915,540822
1701,0.6284591472550924,870530
1702,0.6281735389179747,340130
1703,0.6281071839267218,843229
1704,0.6277488284694552,851210
1705,0.6275246817068746,391910
1706,0.6272561966365842,900211
1707,0.6263717893335728,290514
1708,0.6263502917381734,440341
1709,0.6257049094386226,850110
1710,0.6248473712291286,480630
1711,0.6244941940653669,731581
1712,0.6241313942525342,710610
1713,0.6230920965727852,400599
1714,0.6219748700722942,290722
1715,0.6217014463945033,270820
1716,0.6214111901156795,710410
1717,0.6211272656780199,681091
1718,0.6210257638962849,292119
1719,0.6201138537936307,760900
1720,0.62006304621456,851519
1721,0.619390613058129,284610
1722,0.6190358013311023,293296
1723,0.6183423440993324,400941
1724,0.6183110996005148,20322
1725,0.6178235523429257,291817
1726,0.6176294345665727,854790
1727,0.6174361573004071,291910
1728,0.6163659944206091,390721
1729,0.6159509315878184,270720
1730,0.6156482228012813,300692
1731,0.6152834387925822,841710
1732,0.6143002446478795,480700
1733,0.6137964887802845,262029
1734,0.613599633594636,903300
1735,0.6134735369172605,850239
1736,0.6128557031666173,820240
1737,0.6119361155289268,20810
1738,0.6116888186313042,293293
1739,0.6114758974135727,293510
1740,0.611087406210861,292239
1741,0.6108942077842756,290344
1742,0.6101725931041153,741210
1743,0.609949284954813,950730
1744,0.6094150301310539,730531
1745,0.6088927022003944,840290
1746,0.6086724907907536,847321
1747,0.6085915032551035,853890
1748,0.6084474399155545,848060
1749,0.607487220390418,310240
1750,0.607422614766061,721020
1751,0.6072926201095342,680790
1752,0.6071996795224285,800700
1753,0.6065504167211826,900791
1754,0.6056023289497323,291735
1755,0.60376171895059,590500
1756,0.603344182625916,30494
1757,0.603080227101539,292211
1758,0.6023674259747622,880623
1759,0.601523321907668,392030
1760,0.6013976507226707,284030
1761,0.6013352446951996,701110
1762,0.6010171404996955,900319
1763,0.5997974275931972,401190
1764,0.5994882079137797,846330
1765,0.5993414242405455,481039
1766,0.5990793987922071,300449
1767,0.598481441435984,810297
1768,0.5964860380754222,870191
1769,0.59640245861162,847350
1770,0.5946952860535929,820530
1771,0.5942007079889895,920210
1772,0.5941868673461598,846880
1773,0.5941365690750152,841934
1774,0.5926714388236632,71233
1775,0.592463894761991,848710
1776,0.5919072962332592,843242
1777,0.59148151618051,600610
1778,0.5912321169411374,871639
1779,0.5911934188199203,853649
1780,0.5905661412973361,551624
1781,0.5904344236391391,330790
1782,0.589985401090555,900220
1783,0.5897237566232472,293942
1784,0.5893224059987546,400811
1785,0.5880721896073101,840410
1786,0.587951454010191,851590
1787,0.5879342034649437,851711
1788,0.5877055135979643,720827
1789,0.5875961748848446,820340
1790,0.5863187741136539,843850
1791,0.585957701179126,761100
1792,0.5854763911420525,300691
1793,0.5852716472005794,850300
1794,0.5842537357771606,30191
1795,0.5839321395660053,700800
1796,0.583882673226655,400819
1797,0.5837859993218208,851690
1798,0.5837657932349308,490210
1799,0.5835598435837719,390190
1800,0.5833510615664877,960610
1801,0.5829830789334811,842531
1802,0.5826620427562388,10614
1803,0.5824438427594706,870192
1804,0.5821503929914543,291811
1805,0.582072002072318,350400
1806,0.5817736536167687,441252
1807,0.5816720602578107,852842
1808,0.5814694024222197,400700
1809,0.5808033343118123,854991
1810,0.5807870402377939,844140
1811,0.580093196846485,854320
1812,0.5795214275765977,292114
1813,0.5793691403535721,20713
1814,0.5792521748739619,870423
1815,0.5790994893127748,760711
1816,0.578291741032925,851030
1817,0.5782583636806616,292216
1818,0.5776443705624129,390770
1819,0.5767456770274445,846410
1820,0.5761727903694234,441819
1821,0.5761378309310942,840390
1822,0.5756942079069441,851420
1823,0.5756441561341972,470319
1824,0.5753910785469751,870333
1825,0.5748820380015286,853110
1826,0.5737867284392411,722490
1827,0.573530284767673,470321
1828,0.5726497249553011,550991
1829,0.572493226918482,852691
1830,0.5722471985466571,51110
1831,0.5713265974567402,160249
1832,0.5703746643874348,440713
1833,0.5693363443967282,950821
1834,0.5680093819058869,850980
1835,0.5673658051404941,281420
1836,0.5673450234355244,721934
1837,0.567117196563213,540744
1838,0.5668870141309866,30213
1839,0.5668709788233928,290543
1840,0.5662897462080481,292215
1841,0.5662056117720664,391740
1842,0.5657938218012605,292011
1843,0.5654692911183682,842230
1844,0.5652257162048419,283524
1845,0.5645608516991591,382410
1846,0.5645558057463591,680610
1847,0.564236128684888,850171
1848,0.5641797008205411,382550
1849,0.5633240472415729,590700
1850,0.5629051661889184,401219
1851,0.5627623206949599,902129
1852,0.5623979356438286,830520
1853,0.5614127463846611,870990
1854,0.560558563329547,843061
1855,0.56004945425364,841720
1856,0.5587705566536407,846222
1857,0.5575021591559358,830230
1858,0.5570222240197039,902820
1859,0.5564746610742956,290220
1860,0.5563604556944741,521152
1861,0.555834474804174,940139
1862,0.5556493314762556,847689
1863,0.5549816737327238,847340
1864,0.5546311347130884,110820
1865,0.5543954937525852,200893
1866,0.5540241090806093,110520
1867,0.5539494446942481,880622
1868,0.5535143279080902,382720
1869,0.5529764916851433,854620
1870,0.5529399591743793,680620
1871,0.5524485354504218,160220
1872,0.5523493612728951,480525
1873,0.5522164534562521,440795
1874,0.5515800877472647,950430
1875,0.5512510526053593,701911
1876,0.5506841141463154,440121
1877,0.5499085378082476,870451
1878,0.5495843348281685,470429
1879,0.5492873739780217,100191
1880,0.5490823033711273,290377
1881,0.5485904910963101,870331
1882,0.548449273297805,732619
1883,0.5478224337131478,400921
1884,0.5469803515835809,120923
1885,0.5461883618144836,291639
1886,0.5461392758324041,480255
1887,0.544982251295948,290519
1888,0.5448717655988295,291819
1889,0.5447038263313019,381519
1890,0.5446285518170132,550210
1891,0.5437299541109256,920999
1892,0.5434376084506504,382460
1893,0.5430811925321635,284150
1894,0.5426511073560387,720270
1895,0.5426029634207712,391220
1896,0.54243915447881,960321
1897,0.5420634739090266,281310
1898,0.5419491863503251,481092
1899,0.5417701749235823,950830
1900,0.5410620606155356,901820
1901,0.541032346142878,480439
1902,0.5404499892326534,540310
1903,0.5380780095954246,180631
1904,0.5379464744785966,870122
1905,0.5377546113633006,121010
1906,0.537383936324296,848020
1907,0.5371315959002234,381231
1908,0.5370946733132892,851672
1909,0.536627003551581,701190
1910,0.5365215122105668,853331
1911,0.5362840289720705,850132
1912,0.5362441069885625,350510
1913,0.5356071200543152,392190
1914,0.5352078093105525,400911
1915,0.5350271097370018,850231
1916,0.5348539502717403,847180
1917,0.5343220592117537,871410
1918,0.5337822098920973,291431
1919,0.5323468451023564,901831
1920,0.5323437696612866,960920
1921,0.5322492453760035,293712
1922,0.5309901118476554,560394
1923,0.5298328224276427,843221
1924,0.529203584949342,292022
1925,0.5285859957671749,854081
1926,0.5284363133794165,320619
1927,0.5282163828381851,540793
1928,0.5254145278784249,730490
1929,0.5251989435411486,480620
1930,0.5250021105489462,540784
1931,0.5249827479793249,820231
1932,0.5241573099538165,320649
1933,0.5224362609320091,293145
1934,0.5222500901255993,840220
1935,0.5213388630906394,842320
1936,0.5208620832238299,846233
1937,0.5206506391573207,270710
1938,0.5197687503460222,380993
1939,0.5197590157799743,851511
1940,0.518994586064695,320730
1941,0.5178865460595755,350190
1942,0.5177679163535082,390311
1943,0.5177227242744977,730539
1944,0.5173884193677798,870895
1945,0.5158926890448061,700721
1946,0.5146762005337355,870600
1947,0.5138351005298957,283640
1948,0.5138121721390221,851190
1949,0.5131416869210637,480257
1950,0.5130753605774451,281810
