rank,category,DCI
456,1.241385953775308,292151
457,1.2409746070859984,841320
458,1.2402411194022391,854710
459,1.2402306986347622,845720
460,1.2399241984855658,440393
461,1.239455351011055,290369
462,1.2380995643019437,741521
463,1.238095800963351,842220
464,1.2377244047387828,852610
465,1.237134825501633,401032
466,1.236587546994362,390529
467,1.2352216106763536,852349
468,1.234744441427563,810830
469,1.2347044595154633,940110
470,1.2340535865125226,841490
471,1.2318402101741353,721912
472,1.2318273812086036,20744
473,1.2311498273850296,842420
474,1.2299299143874394,721069
475,1.2297658912993719,291990
476,1.2291651461442024,901811
477,1.2286657829451513,292130
478,1.228505143725023,841989
479,1.2281606155003848,591120
480,1.2275253727132516,30475
481,1.2274470778289703,292412
482,1.2267580952852666,846694
483,1.2261214449105111,20630
484,1.2229010203859354,844180
485,1.2226723497313308,847521
486,1.2224357728120077,950612
487,1.21971446859733,950440
488,1.2181269152405572,848340
489,1.2179324441516959,293211
490,1.2175888445781156,560391
491,1.2172732839825402,281216
492,1.2172732839825402,292244
493,1.2167699884915932,845921
494,1.2165295093543436,280410
495,1.215932494567636,842720
496,1.2157733744708243,846261
497,1.2150687854694167,842099
498,1.2140711819272945,290378
499,1.212751090186023,291300
500,1.2115274036506678,293951
501,1.2112653290790827,851531
502,1.2110914599604665,900219
503,1.2107492154990862,721913
504,1.2102729820018965,830130
505,1.2102509066126195,930591
506,1.209582987320158,291521
507,1.2084201597706021,370710
508,1.2081468918484524,290892
509,1.207676421477542,590290
510,1.2070825626076047,910820
511,1.206684157502285,844130
512,1.2066327597634565,870911
513,1.2066175105554555,320611
514,1.2061347977855887,293329
515,1.2045665455527306,841330
516,1.20399459504641,382481
517,1.2026343808899305,390950
518,1.2019908324156194,854239
519,1.2019390491838242,290713
520,1.2010286031136106,50210
521,1.2008792853249686,701972
522,1.1991948179707046,902710
523,1.1984078799186342,846729
524,1.197585067158855,370231
525,1.1964800772712578,293372
526,1.194807304365307,731819
527,1.1944964880282316,841430
528,1.194173826933014,841610
529,1.1938535136845876,846211
530,1.1926226468748509,560392
531,1.1924465835344444,850640
532,1.189563903512688,811239
533,1.1895540086563587,290559
534,1.1880967409553755,731829
535,1.1878430036343732,711019
536,1.1866032740995378,850650
537,1.1863788521343992,841869
538,1.1858208649974031,293020
539,1.1850412658025757,950631
540,1.1849547518068915,870810
541,1.184238143339042,293299
542,1.1836620193420553,381511
543,1.1834855806267888,731821
544,1.1821328169127223,291423
545,1.1803801833819432,846719
546,1.1796882262708224,540419
547,1.1796325042112954,843999
548,1.1791708761060886,350691
549,1.1785302163410436,841391
550,1.1783705485465465,292390
551,1.1783126392543644,370110
552,1.1782499373700819,846781
553,1.1779079437681435,293120
554,1.177749679321157,840820
555,1.1767264282032264,846490
556,1.1764061981302303,843319
557,1.176148193719463,20751
558,1.1758647840782221,400270
559,1.1752006500103565,854020
560,1.1750774222261244,130213
561,1.1737055655596011,20312
562,1.1731597400769647,871610
563,1.1728129672066812,750521
564,1.171063551803783,848310
565,1.1694693311972235,292424
566,1.1694653044588257,811299
567,1.1693090281992506,701400
568,1.168776128466381,293333
569,1.1673429425823942,730721
570,1.1658888909131222,284442
571,1.1646223741747266,291529
572,1.1642840746737637,853929
573,1.1634231899493865,820560
574,1.16288022544623,844530
575,1.1627037707337275,903084
576,1.1623425886638203,293220
577,1.160884764548405,150110
578,1.1605135025009463,390799
579,1.1602780501517822,960840
580,1.159870570132978,848049
581,1.1598519484441694,903031
582,1.1597421805620876,320642
583,1.1573375515745348,300640
584,1.1559295265018534,846810
585,1.1556404507544908,730230
586,1.1549463275119278,810430
587,1.154775444002238,290516
588,1.1544220802573426,810296
589,1.1541526560934439,741012
590,1.1532461284000357,290322
591,1.1528598987304137,871390
592,1.1528348103863857,731815
593,1.1516515919481591,731520
594,1.151553931631499,390610
595,1.151163120911308,870194
596,1.1508133074612172,848110
597,1.1491870584736783,292411
598,1.147674193492221,370199
599,1.1473020512302803,853090
600,1.1462254686388176,10512
601,1.1461160020510561,871496
602,1.1453499222658385,841350
603,1.1452533394205713,848250
604,1.1448098516210061,847982
605,1.1442670271334316,901841
606,1.143460141434193,20319
607,1.1425586262935816,820210
608,1.1421364150592315,300214
609,1.1418312889485454,850660
610,1.1417940935074917,820820
611,1.141724728947028,330410
612,1.141629764946514,390740
613,1.1416115379731644,392059
614,1.1413287081678931,291612
615,1.1410237069094917,854141
616,1.140973742599833,290943
617,1.1395475976380485,847210
618,1.1374644841690555,840810
619,1.1370634006004248,848490
620,1.1363250515397818,560393
621,1.1345197111750263,841231
622,1.134398937092042,20726
623,1.1341258996533572,810490
624,1.1336983449123026,847983
625,1.1331093562692263,291440
626,1.132457555114557,843330
627,1.1324526182152337,284390
628,1.1320518339482806,291829
629,1.1313662400352937,292090
630,1.1302031439466653,741539
631,1.129495153598124,560314
632,1.128935673837845,290313
633,1.1270800080567924,292212
634,1.1259128042981135,840120
635,1.1250424989300618,842129
636,1.1247463034532532,848210
637,1.124016323508136,390931
638,1.1226038026020015,846223
639,1.1225434051459358,722820
640,1.1217153279888445,400912
641,1.121512584154327,701973
642,1.1214692705283897,841470
643,1.1208976536132373,810196
644,1.1202761081507138,291411
645,1.1194287124374933,400922
646,1.1188091098897768,853222
647,1.1186422082979186,722012
648,1.118280423216219,20724
649,1.1178186889756325,844819
650,1.1175456105930195,870220
651,1.1166599969944802,842490
652,1.115412014127848,820890
653,1.1147031203661242,902213
654,1.1143518548225655,722850
655,1.1142494892755632,20741
656,1.1134096983751784,293379
657,1.1127154337646041,853529
658,1.111743604247436,400239
659,1.1114424730383883,730640
660,1.1114113792989713,722720
661,1.1097124413391455,722840
662,1.1092570923024696,732090
663,1.1070700537154012,843910
664,1.1061060917614964,841410
665,1.1060811310936667,901010
666,1.1057707182343326,381300
667,1.1056401219041734,590691
668,1.1049034988748498,848041
669,1.1046804206506606,590320
670,1.1045984112005613,380992
671,1.103872598278043,100860
672,1.1037943215740496,480429
673,1.1036428958592577,290329
674,1.1036026605136404,490400
675,1.1022291341367854,841919
676,1.1014443803376444,731940
677,1.1001918714161492,730723
678,1.0997233718567463,741021
679,1.0990023522576866,284321
680,1.0988527978759037,871110
681,1.0984936919040766,381239
682,1.0982561082773363,920120
683,1.0980759363655561,591110
684,1.0974638413412,741510
685,1.097445079158972,853990
686,1.097363002408532,292519
687,1.0971596485049617,392079
688,1.0970827582373635,382484
689,1.0969308828617386,853329
690,1.0967696876190136,681511
691,1.0957259791514167,845620
692,1.0941554210923958,846219
693,1.0939823960638309,903032
694,1.092708205376814,841950
695,1.0925840507406244,290811
696,1.0925071834774336,290290
697,1.0903595050933712,810420
698,1.0894426087126161,292690
699,1.0893434835244251,844313
700,1.0891289663837702,321210
701,1.0877008261943995,853590
702,1.0873035357860408,480442
703,1.0864947586505813,300439
704,1.0855513973110682,690320
705,1.084336345036726,843120
706,1.0839827763291814,841690
707,1.0835122863040787,846692
708,1.0828476374095657,30457
709,1.0819247761558248,846251
710,1.0816417009498278,853540
711,1.0813802335775171,290219
712,1.0810658437485556,854071
713,1.0810348359720887,440323
714,1.0803084525668236,846620
715,1.0801814654547952,854110
716,1.0800392123918754,291020
717,1.0797326151376645,722240
718,1.079656575062961,870332
719,1.0796540920162656,293919
720,1.0785705166627404,722230
721,1.078517131542517,845121
722,1.0784845437289838,290612
723,1.077968492354283,848291
724,1.0773835306762642,810890
725,1.077027510576679,850440
726,1.076714634107283,370256
727,1.0766142781486445,811261
728,1.0764199864188109,281213
729,1.0757867648641304,291739
730,1.074858536688657,441883
731,1.0739196348619606,294000
732,1.073071637423738,291090
733,1.072394667411592,851580
734,1.072309135234786,391212
735,1.0718854629702796,854160
736,1.071789759235204,701971
737,1.0715881788621273,846591
738,1.0714288847682338,854913
739,1.0708719517951637,853390
740,1.0706472303054502,292111
741,1.0705232138245615,480540
742,1.0695778906323479,846090
743,1.069045121817428,290242
744,1.0678088901710667,844240
745,1.0669005793604929,843930
746,1.066442349260832,340391
747,1.065486545085792,843131
748,1.0650823728241616,731414
749,1.0650781278069699,844520
750,1.0649251372778512,741529
751,1.0644911169811968,854129
752,1.0642027808373478,846226
753,1.064095126910723,901530
754,1.0635999851883557,851150
755,1.0627342178080386,291818
756,1.0620680027891694,820239
757,1.0618749708154984,846691
758,1.0616286185256616,291461
759,1.0611239007176734,843351
760,1.0602266654593717,950611
761,1.059104972967137,392092
762,1.058687363823276,845129
763,1.0585064401341135,902680
764,1.0581691838120244,240492
765,1.057334066748712,847751
766,1.0566954968589872,853290
767,1.0566269651490288,847780
768,1.0553044474138724,381210
769,1.0548824959956409,850220
770,1.0546742293733278,290949
771,1.0543210174719166,902219
772,1.0540279159486627,293430
773,1.0538127639763188,10513
774,1.0536861119584662,853010
775,1.0536194846821427,842489
776,1.0532498286562366,870830
777,1.052542558205021,293153
778,1.0504847355753442,860110
779,1.0503991509508224,840130
780,1.049689125500216,870310
781,1.049486306821416,292144
782,1.0487534942277026,292421
783,1.0479515800615882,851521
784,1.0477694202087142,840490
785,1.0477597483365566,848180
786,1.0470103285248713,382790
787,1.0466096863961023,100210
788,1.0460210269180077,844230
789,1.04587491199945,350790
790,1.0455200431141074,700231
791,1.0454777347734083,950640
792,1.0447718304307525,291412
793,1.0436910917876807,290241
794,1.0435008133632704,903020
795,1.0428946294303094,841981
796,1.0426702770127523,291540
797,1.04255874652304,721931
798,1.0422444128098403,843699
799,1.0412319581509157,846596
800,1.0398552900889129,382211
801,1.039722005801357,842191
802,1.0395721838073542,903281
803,1.0394895792770271,841920
804,1.0393601309949507,842840
805,1.03934666940193,300213
806,1.0390241019270892,560130
807,1.039011267876892,846262
808,1.0389391426296946,846722
809,1.0385398454761245,391690
810,1.0375613967658246,844120
811,1.0374898148863014,821290
812,1.037370908213712,722410
813,1.0370467763192526,282510
814,1.0369145032599503,284329
815,1.0366728532916902,901790
816,1.0358790766375947,810939
817,1.0358558720129891,283990
818,1.0354153835341162,240491
819,1.0353416212458946,845521
820,1.034186798644465,290321
821,1.033778544909415,382765
822,1.0335555272355692,722699
823,1.0332497387200956,300630
824,1.0324829597480092,846150
825,1.0311489171532768,850152
826,1.029657642824055,854011
827,1.029630276156992,970210
828,1.0289031997510778,550912
829,1.0285866439328186,920992
830,1.028585143182063,290549
831,1.0283679471648304,400821
832,1.0283390352870667,911019
833,1.0272515055217797,390130
834,1.026878717953082,848330
835,1.0249694016743014,842139
836,1.0249234942765135,854290
837,1.0248171389535592,293294
838,1.024755062119533,293291
839,1.0246752851322616,540741
840,1.0246411211453466,820540
841,1.0228675976874102,843020
842,1.0224252999395618,901812
843,1.022017851894123,843991
844,1.021306784504307,293628
845,1.021040183733906,870460
846,1.0207493255797846,848590
847,1.0205048760027717,842119
848,1.0203601967320715,854089
849,1.0195978856687438,290314
850,1.0195634736732357,843320
851,1.0192937422394892,844314
852,1.0182166349295134,842630
853,1.016631833117266,291634
854,1.016344528479244,291512
855,1.0162298839874746,741533
856,1.0160501145928762,293729
857,1.0158681637484983,293590
858,1.0155012510961128,901849
859,1.015114686426291,20760
860,1.0150149145827911,390461
861,1.0148288828886125,370400
862,1.0145833376609223,741011
863,1.0145499583896715,846232
864,1.014493244001801,340242
865,1.0144801653520636,841590
866,1.0132728695850828,300610
867,1.0126815435369565,390320
868,1.0125001936039688,701120
869,1.0121202683317991,903289
870,1.0111460267674188,721935
871,1.0100261580171874,851440
872,1.010024116199082,701913
873,1.0085145573866459,293962
874,1.0084915195278272,130211
875,1.0084434692532458,860721
876,1.0081576001579495,846420
877,1.008041706079202,842511
878,1.0080073971144254,690919
879,1.0078876438050621,293190
880,1.0075240828571856,700239
881,1.0075128087544971,890610
882,1.006647372250265,847230
883,1.0064929495497834,901813
884,1.0059674740886506,120924
885,1.0059298532492513,480591
886,1.0058155199792715,903039
887,1.0055111943809134,920590
888,1.0044748293360504,850590
889,1.0044214117854093,731512
890,1.0036682583909668,920991
891,1.0026322441094915,291823
892,1.0021409781587753,851431
893,1.0020341582884096,810294
894,1.0020224372100144,846510
895,1.0019058247257697,290123
896,1.001596945454317,591190
897,1.000689404902634,960350
898,1.0002109282459855,281530
899,0.9992220071822531,285290
900,0.9973528447180071,690220
901,0.9971523691304529,731816
902,0.9970296340707206,440141
903,0.9965029126071215,720292
904,0.9962406422157161,711031
905,0.9955671010612068,590900
906,0.9954866769852997,382212
907,0.995465775830928,844839
908,0.9953157967936951,290349
909,0.9951799064737463,821110
910,0.995025399413007,847149
911,0.9944376602211408,470419
912,0.9939540840188794,841199
913,0.9938753981633854,293149
914,0.993727879598769,854690
915,0.993287443052834,721220
916,0.9931178772018268,880521
917,0.9922352870422135,440794
918,0.9916233855643051,500500
919,0.9912331411732297,930510
920,0.9911936785929617,330530
921,0.9906615342845961,840991
922,0.9902939867555118,854511
923,0.9899759111840025,903180
924,0.9887690610692456,291550
925,0.9882894048313682,720915
926,0.9875012155554771,284310
927,0.986885181346211,292121
928,0.9864585937605381,293070
929,0.9859801193014237,293392
930,0.9857141106305607,848790
931,0.9853750601190223,903089
932,0.9846848556559232,842860
933,0.9845057458967083,590410
934,0.984130429696661,700210
935,0.9837239379806522,841990
936,0.9836612131311584,844832
937,0.9835876377601093,160552
938,0.9825821663434258,292249
939,0.9823040834709076,590699
940,0.9819386018549157,853224
941,0.9811309465841104,810299
942,0.9810967586628411,842839
943,0.9802902234656838,901819
944,0.9800143528921829,722620
945,0.9798696660149341,830220
946,0.978689112666319,843680
947,0.9786361157426033,291830
948,0.9776625769064721,720825
949,0.9772002969798346,841780
950,0.9771967080682022,845970
951,0.9770445232820146,293790
952,0.976932120155577,731814
953,0.9743897120462341,293354
954,0.9740606118666089,870324
955,0.9734686366742035,960860
956,0.9734557796593557,844831
957,0.9730963270715656,810194
958,0.9727410147413957,292030
959,0.9715330663422419,392043
960,0.9701490893379558,900190
961,0.9691337175415221,721012
962,0.9691074309964111,820730
963,0.96755226502013,820720
964,0.9675405619496762,540342
965,0.9674336353749311,830510
966,0.9669977983266663,870899
967,0.9669416379740127,845730
968,0.9658634341487192,840682
969,0.965601049537496,845612
970,0.964643716012758,680530
971,0.9641976950228455,853521
972,0.9636918991636503,291479
973,0.9635184068539969,401012
974,0.9628077443500365,731582
975,0.9628050262023428,550111
976,0.9627880238188101,846820
977,0.9626480185449852,293499
978,0.9623481663128214,284330
979,0.9618661324454512,730441
980,0.9618239279317536,294120
981,0.9612531635822762,290542
982,0.961096977371649,291413
983,0.9608644480179209,290513
984,0.960815807987386,680510
985,0.9606485741628376,730799
986,0.9600729115635476,851432
987,0.958555748006375,860711
988,0.9578198847215155,842810
989,0.9569628691125859,844842
990,0.9564775284454313,844519
991,0.9564552590561202,401036
992,0.9558103656502811,830150
993,0.955338685729321,681410
994,0.9545247118415376,850151
995,0.9543847779875432,840681
996,0.9541765987927945,721921
997,0.9541033660566463,730240
998,0.9540226913725561,903033
999,0.9536047717864492,290899
1000,0.9535597726799916,844010
1001,0.9535289017511174,293335
1002,0.9526290947620624,850153
1003,0.9517482266343563,902490
1004,0.9510136610522935,291611
1005,0.9500110142552036,841370
1006,0.9483551424360375,871492
1007,0.9483357301897728,920930
1008,0.9481268480789836,841935
1009,0.9472968818487741,40640
1010,0.9463956259039441,842612
